"","n","k","R2","RMSE","MAE"
"1",2,11,0.362787118045672,0.121933519581266,0.105883912655971
"2",3,5,0.462614819049289,0.111975672485609,0.0966892156862745
"3",4,5,0.301698193259749,0.127644591901368,0.0995341666666667
"1",5,5,0.224799633087232,0.134489327240739,0.1042325
"2",6,5,0.103694353197552,0.14461352175713,0.1142125
"3",7,5,0.450304243325038,0.113250995580613,0.0838066666666667
"4",8,5,0.43171519932771,0.115149977276015,0.0859233333333333
"5",9,5,0.502753722727756,0.107712624144062,0.07658
"6",10,5,0.477379024034372,0.110426740873758,0.076425
"7",11,5,0.536665682783223,0.103974794381459,0.06722
"8",12,5,0.539355379235399,0.103672563712231,0.0761166666666666
"9",13,5,0.536418681331018,0.104002504937782,0.0758483333333333
"10",14,5,0.744785343423319,0.0771673598960942,0.0590316666666667
"11",15,5,0.749260684868832,0.0764877796339607,0.0585483333333333
"12",16,5,0.497145496146253,0.108318343168028,0.07729
"13",17,5,0.495558688071967,0.108489113278706,0.0779716666666667
"14",18,5,0.527419436750162,0.105007124044038,0.072605
"15",19,5,0.500681439188652,0.107936838011867,0.0784233333333333
"16",20,5,0.49850067187457,0.108172287578659,0.0789533333333333
"17",21,5,0.501379852063185,0.107861324239352,0.0775566666666666
"18",22,5,0.445563282636609,0.113738324968617,0.085255
"19",23,5,0.56257025277201,0.101026426905703,0.0804866666666667
"20",24,5,0.541164017886003,0.103468837659784,0.080335
"21",25,7,0.703023742463936,0.0832418457324943,0.0668821428571428
"22",26,7,0.717959446593211,0.0811216200830454,0.0644619047619047
"23",27,7,0.738125436951399,0.078167728913775,0.0597166666666667
"24",28,7,0.70844029027635,0.0824792286776816,0.0645380952380952
"25",29,7,0.666852687150103,0.0881655647218407,0.0679928571428571
"26",30,7,0.681170811480033,0.0862501528146137,0.0644011904761905
"27",31,7,0.671361600609322,0.0875669028971174,0.0680214285714286
"28",32,5,0.385356883311547,0.11975463943692,0.07704
"29",33,5,0.366328898325831,0.121594179685268,0.0786266666666667
"30",34,5,0.391028363522697,0.119200854583066,0.0756766666666667
"31",35,5,0.358954887442095,0.122299627145793,0.08277
"32",36,5,0.373319925882659,0.12092157058744,0.0803883333333334
"33",37,5,0.360652399368611,0.122137592765973,0.0830216666666667
"34",38,5,0.338165989752239,0.124266874910412,0.0848466666666667
"35",39,5,0.331082896134588,0.124930070973058,0.085835
"36",40,5,0.296714617343173,0.12809926320371,0.0892583333333333
"37",41,5,0.272462640574981,0.130289220582518,0.09031
"38",42,5,0.262498203201365,0.131178414566377,0.0910705555555556
"39",43,5,0.298569580462901,0.127930216394199,0.0894233333333333
"40",44,5,0.302617081306294,0.127560581163095,0.0873933333333333
"41",45,5,0.389723889558681,0.119328455952468,0.0836866666666667
"42",46,5,0.389723889558681,0.119328455952468,0.0836866666666667
"43",47,5,0.402719187478393,0.118051121694516,0.0820233333333333
"44",48,5,0.645851963634401,0.0909019616583346,0.0667616666666667
"45",49,5,0.646111324088099,0.0908686695181568,0.0663483333333333
"46",50,5,0.752355661138066,0.0760142541457412,0.055235
"47",51,5,0.712204622548949,0.0819450535419924,0.0626366666666667
