"","n","k","distance","kernel","R2","RMSE","MAE"
"1",2,9,2,"optimal",0.387959835288413,0.131832135532468,0.108759053497942
"2",3,5,2,"optimal",0.285982301244177,0.142392073441488,0.104987208528506
"3",4,5,2,"optimal",0.288589126255487,0.142131904375089,0.104419155586484
"1",5,5,2,"optimal",0.375195540037085,0.133199742730755,0.0960005702305347
"2",6,5,2,"optimal",0.36866782386064,0.133893744560916,0.0927270022840609
"3",7,5,2,"optimal",0.175333631975233,0.153027846693618,0.102133269858961
"4",8,5,2,"optimal",-0.169590422766648,0.182241896916656,0.11580670264027
"5",9,5,2,"optimal",-0.276797577519052,0.190411138845296,0.121121356638415
"6",10,23,2,"optimal",-0.291645117754419,0.191515059126816,0.121181046032841
"7",11,23,2,"optimal",-0.357417300477314,0.196330609826932,0.124222758625431
"8",12,23,2,"optimal",-0.129381662688984,0.179081899208435,0.110470757554233
"9",13,23,2,"optimal",-0.128908432085796,0.179044376058616,0.10992497595296
"10",14,23,2,"optimal",-0.257575263707411,0.188972373857574,0.109827776300249
"11",15,5,2,"optimal",-0.162907025768251,0.181720457996172,0.11030194446299
"12",16,5,2,"optimal",0.184622681131141,0.152163552447171,0.0971137905428609
"13",17,5,2,"optimal",0.195893194044487,0.151108256451152,0.0959894262542383
