"","n","k","R2","RMSE","MAE"
"100",104,7,0.116828818278647,0.286907537963254,0.165530952380952
"101",105,7,0.115379777862825,0.287142809583033,0.166580952380952
"102",106,7,0.134459495166993,0.284029344949632,0.163491666666667
"103",107,7,0.135431617228918,0.283869797960046,0.163022619047619
"104",108,7,0.0179015578302549,0.302549907897371,0.165883333333333
"105",109,7,0.0178921507589241,0.302551356887425,0.166008333333333
"106",110,5,0.0782229883917681,0.293111224964176,0.15763
"107",111,7,0.0225250942502091,0.301836893434344,0.164947619047619
"108",112,7,0.0225250942502091,0.301836893434344,0.164947619047619
"109",113,7,0.0234939311814537,0.301687271574278,0.164811904761905
"110",114,7,0.0247481703181447,0.301493463478743,0.16334880952381
"111",115,7,0.0251308743574322,0.301434302303905,0.161595238095238
"112",116,7,0.0237760482562194,0.301643689009148,0.163817857142857
"113",117,7,0.0279830830577121,0.300993020858362,0.16292380952381
"114",118,7,0.0279736759863813,0.300994477343284,0.16304880952381
"115",119,5,-0.033463110159399,0.310360900619478,0.156911666666667
"116",120,5,-0.033463110159399,0.310360900619478,0.156911666666667
