"","n","k","R2","RMSE","MAE"
"1",2,5,0.623164535665828,0.187411138056702,0.13019
"2",3,9,0.575572591583706,0.198893790623437,0.135662037037037
"3",4,9,0.580345989684727,0.197772180970539,0.134108333333333
"1",5,7,0.668066149300942,0.175891675558033,0.114895238095238
"2",6,7,0.666870036212586,0.176208300610617,0.116454761904762
"3",7,9,0.646263014415497,0.181576545462623,0.115408333333333
"4",8,9,0.645260282614279,0.181833719206118,0.112868518518518
"5",9,9,0.665623860538951,0.1765375737877,0.110311111111111
"6",10,7,0.696195988160621,0.168273708592285,0.111165476190476
"7",11,7,0.705725673837351,0.16561348684153,0.110077380952381
"8",12,7,0.719322237072515,0.161742263743749,0.106896428571429
"9",13,7,0.727219747063514,0.15945053393485,0.101484523809524
"10",14,7,0.722640304089418,0.160783393342814,0.102791666666667
"11",15,7,0.72241176088346,0.160849622117598,0.103203571428571
"12",16,5,0.668300954012689,0.17582945306935,0.107498333333333
"13",17,5,0.672418824601562,0.174734629080786,0.10677
"14",18,5,0.660337732664273,0.177927536654673,0.110375
"15",19,5,0.745955843559486,0.153877144610021,0.105461666666667
"16",20,5,0.70169531386747,0.166743745210028,0.108958333333333
"17",21,5,0.707344191663439,0.165157419250039,0.105643333333333
"18",22,7,0.719703690849893,0.16163231884929,0.104619047619048
"19",23,7,0.705959969671335,0.165547544499446,0.107733333333333
"20",24,5,0.702178492369604,0.166608649035197,0.108606666666667
"21",25,5,0.747331547158835,0.153459940158119,0.105055
"22",26,5,0.74260162331086,0.15488965620725,0.10818
"23",27,5,0.745673604290413,0.153962598488507,0.106293333333333
"24",28,7,0.712125168982127,0.163802815390737,0.0998440476190476
"25",29,7,0.699426597787722,0.167376617721425,0.10184880952381
"26",30,5,0.692400374060622,0.169321620198564,0.107596666666667
"27",31,5,0.696220301995952,0.168266974874255,0.105828333333333
"28",32,7,0.582307020430696,0.19730954810173,0.117891666666667
"29",33,7,0.581978751138162,0.197387066695464,0.118584523809524
"30",34,5,0.715656278562933,0.162795102506187,0.09976
"31",35,5,0.708737934359844,0.16476367742922,0.1047
"32",36,5,0.703461920837569,0.166249270775343,0.107218333333333
"33",37,5,0.710690379793097,0.164210510625843,0.10448
"34",38,5,0.707798813745634,0.165029088648032,0.105325
"35",39,5,0.707036813174513,0.165244129497339,0.106406666666667
"36",40,5,0.70616024502481,0.165491156359889,0.108215
"37",41,5,0.70616024502481,0.165491156359889,0.108215
"38",42,5,0.704504626424663,0.165956725383456,0.111825
"39",43,5,0.728542000061267,0.159063610651001,0.106668333333333
"40",44,5,0.701858237241314,0.166698204249476,0.113711666666667
"41",45,5,0.716506538027134,0.162551521063323,0.11469
"42",46,5,0.716506538027134,0.162551521063323,0.11469
"43",47,5,0.711349282132236,0.164023409406503,0.110688333333333
"44",48,5,0.70855806589366,0.164814544362242,0.115041666666667
"45",49,5,0.716834348547264,0.16245751270204,0.111011666666667
"46",50,5,0.727513356672751,0.159364697784672,0.108985
"47",51,5,0.489817151609274,0.21806323020323,0.135271666666667
"48",52,5,0.500496159734762,0.215768940844908,0.133245
"49",53,5,0.500496159734762,0.215768940844908,0.133245
"50",54,5,0.511092600366664,0.213468018681956,0.12486
"51",55,5,0.513983648201367,0.212835934465964,0.123196666666667
"52",56,5,0.512479001536812,0.213165136768031,0.118623333333333
"53",57,5,0.501733393236658,0.21550155343601,0.126376666666667
"54",58,5,0.504688619701099,0.214861531612028,0.125125
"55",59,5,0.412360222466252,0.234031926045002,0.1378225
"56",60,5,0.415597814444836,0.233386338021316,0.135664166666667
"57",61,5,0.543277019615898,0.20632219334494,0.120116666666667
"58",62,5,0.545797491681704,0.205752100758818,0.118088333333333
"59",63,5,0.555292230939648,0.203590201548765,0.111008333333333
"60",64,5,0.394042909621447,0.23765143978805,0.127271666666667
"61",65,7,0.367430040213528,0.242814040537842,0.136055952380952
"62",66,7,0.337829258546266,0.248430267834236,0.144610714285714
"63",67,7,0.304221434534597,0.254656658845901,0.150415476190476
"64",68,7,0.304294669374075,0.254643256427924,0.150367857142857
"65",69,7,0.304090927590995,0.254680540656556,0.151316666666667
"66",70,7,0.303549218957045,0.254779645421467,0.152369047619048
"67",71,9,0.36621410986613,0.243047297912636,0.143365740740741
"68",72,9,0.353260763476835,0.245518441597793,0.147603703703704
"69",73,9,0.357086145355429,0.244791259232653,0.148427777777778
"70",74,7,0.419583614125496,0.232589093622533,0.140886011904762
"71",75,5,0.237411073572335,0.266602833755882,0.145571666666667
"72",76,5,0.216891486227856,0.27016587182692,0.148775
"73",77,5,0.216888802020069,0.270166334841115,0.148792222222222
"74",78,5,0.218013261640629,0.269972300924866,0.150736666666667
"75",79,5,0.211977292502765,0.27101222395555,0.152523333333333
"76",80,5,0.206031240252707,0.27203276843057,0.152965
"77",81,5,0.206031240252707,0.27203276843057,0.152965
"78",82,5,0.157569266094031,0.280211926048839,0.159961666666667
"79",83,5,0.157569266094031,0.280211926048839,0.159961666666667
"80",84,7,0.224929747215894,0.268775729000965,0.160339285714286
"81",85,7,0.230260336122965,0.267849874314079,0.159390476190476
"82",86,7,0.230342594488746,0.267835562019521,0.159141666666667
"83",87,5,0.157956438619015,0.280147527385126,0.159825
"84",88,5,0.14831649070956,0.281746567089409,0.16019
"85",89,5,0.148029112944323,0.281794096992822,0.161071666666667
"86",90,7,0.240749415531201,0.266018647721122,0.157653571428571
"87",91,7,0.242011232692902,0.265797504345557,0.156586904761905
"88",92,7,0.102362236791857,0.289247804658912,0.165777380952381
"89",93,7,0.102446440070319,0.289234237836282,0.16544880952381
"90",94,7,0.102446440070319,0.289234237836282,0.16544880952381
"91",95,7,0.113424875310933,0.287459909745488,0.161094047619048
"92",96,7,0.112797325577315,0.287561628975744,0.163791666666667
"93",97,7,0.129934865375611,0.284770761727207,0.161680952380952
"94",98,7,0.129974409014008,0.284764290372632,0.161513095238095
"95",99,7,0.129600852213454,0.284825417437362,0.162577380952381
"96",100,7,0.129600852213454,0.284825417437362,0.162577380952381
"97",101,7,0.128392023384881,0.285023134608236,0.163486904761905
"98",102,7,0.126501899070239,0.285332010514926,0.165392857142857
"99",103,7,0.119661746816283,0.286447014903173,0.162421428571429
