"","n","lm_intercept","mtry","splitrule","min.node.size","R2","RMSE","MAE"
"52",61,TRUE,8,"variance",8,0.701701611909454,0.166741984988516,0.102756010515316
"53",62,TRUE,8,"variance",8,0.703181405144059,0.166327885477874,0.101242239347219
"54",63,TRUE,6,"variance",6,0.720131253136566,0.16150899532362,0.101231889219743
"55",64,TRUE,4,"variance",4,0.701524789059901,0.166791397633887,0.102036936825998
"56",65,TRUE,4,"variance",4,0.701749733495008,0.166728535012508,0.104102513367846
"57",66,TRUE,4,"variance",4,0.696738710909428,0.168123337317855,0.104157039120976
"58",67,TRUE,5,"variance",5,0.704878421904677,0.165851726270641,0.103932691063454
"59",68,TRUE,5,"variance",5,0.7131571718272,0.163508943318856,0.104488129933264
"60",69,TRUE,5,"variance",5,0.69865718966202,0.167590706228094,0.107014938023634
"61",70,TRUE,6,"variance",6,0.699278372811875,0.167417882745309,0.10691624012582
"62",71,TRUE,8,"variance",8,0.687709082766795,0.170607920940499,0.104473203324048
"63",72,TRUE,4,"variance",4,0.685337764878242,0.171254434332081,0.109503186328027
"64",73,TRUE,6,"variance",6,0.698089542552574,0.167748479398757,0.104873713919185
"65",74,TRUE,7,"variance",7,0.706532246418466,0.165386367207317,0.103745633148576
"66",75,TRUE,4,"variance",4,0.707203001026097,0.165197254217941,0.107625224115986
"67",76,TRUE,5,"variance",5,0.69965926381155,0.167311824245156,0.109245974790339
"68",77,TRUE,4,"variance",4,0.694053048554217,0.168866141086174,0.109220697306895
"69",78,TRUE,3,"variance",3,0.830305615264645,0.125763104570104,0.080714928461616
"70",79,TRUE,5,"variance",5,0.681323396363932,0.172343379154144,0.111390582057991
"71",80,TRUE,4,"variance",4,0.838978067226922,0.122507317847712,0.0789120722331761
"72",81,TRUE,4,"variance",4,0.837650124481205,0.123011437589159,0.0799244695052768
"73",82,TRUE,4,"variance",4,0.814504456341166,0.131488040781654,0.0863828460653018
"74",83,TRUE,4,"variance",4,0.826987044294536,0.126986872345815,0.084252623754182
"75",84,TRUE,4,"variance",4,0.696546416093896,0.168176631496858,0.111299975859765
"76",85,TRUE,5,"variance",5,0.697979887231858,0.167778940157756,0.112468350493755
"77",86,TRUE,4,"variance",4,0.817983511748327,0.130249144511118,0.0887230629615643
"78",87,TRUE,4,"variance",4,0.835715964273549,0.123742018344688,0.082531436718627
"79",88,TRUE,4,"variance",4,0.840599775329123,0.121888849720572,0.0809014429517584
"80",89,TRUE,7,"variance",7,0.686483688406357,0.170942316355327,0.114495392107947
"81",90,TRUE,6,"variance",6,0.690622864187285,0.16981014046478,0.110406823878022
"82",91,TRUE,4,"variance",4,0.840542415659683,0.121910778407587,0.0814565573722482
"83",92,TRUE,4,"variance",4,0.83765882586832,0.123008141052968,0.0817556810578251
"84",93,TRUE,9,"variance",9,0.672918302636111,0.174601365313641,0.109996048773385
"85",94,TRUE,6,"variance",6,0.694480302682506,0.168748189326796,0.109279454842331
"86",95,TRUE,6,"variance",6,0.673952819053288,0.174325026049948,0.109915159200331
"87",96,TRUE,4,"variance",4,0.84387847974141,0.120628770076216,0.0841408869440601
"88",97,TRUE,7,"variance",7,0.693575343051861,0.168997923442684,0.11104412041098
"89",98,TRUE,9,"variance",9,0.672502429425198,0.174712329890289,0.108904165179566
"90",99,TRUE,5,"variance",5,0.812478114496708,0.132204273685478,0.0825113408494519
"91",100,TRUE,5,"variance",5,0.680496886428479,0.172566726701221,0.111006274608134
"92",101,TRUE,6,"variance",6,0.824356946942846,0.127948442228273,0.0894156708106043
"93",102,TRUE,5,"variance",5,0.840940687138679,0.121758437138338,0.0794588080196064
"94",103,TRUE,10,"variance",10,0.665070754191785,0.176683522758161,0.111061666574011
"95",104,TRUE,4,"variance",4,0.82961747960299,0.126017840516555,0.0830120509771298
"96",105,TRUE,5,"variance",5,0.835061549005998,0.123988232721305,0.0794356306469872
"97",106,TRUE,6,"variance",6,0.669395814866198,0.175539027295281,0.111691935624781
"98",107,TRUE,6,"variance",6,0.81316900740889,0.131960506720506,0.0847323745737345
"99",108,TRUE,6,"variance",6,0.830729768699229,0.125605832933358,0.0827620103880089
"100",109,TRUE,8,"variance",8,0.657810708287157,0.17858818412179,0.113763355410292
"101",110,TRUE,8,"variance",8,0.677059938442575,0.173492408383041,0.111831021864904
"102",111,TRUE,7,"variance",7,0.817631738242008,0.130374946526287,0.0841389076688034
"103",112,TRUE,8,"variance",8,0.682998573904037,0.171889806217155,0.108739649270007
"104",113,TRUE,8,"variance",8,0.671355085364895,0.175018102988853,0.113351067948066
"105",114,TRUE,7,"variance",7,0.692176752197514,0.169383156581886,0.109438827135648
"106",115,TRUE,4,"variance",4,0.839736712439553,0.122218384169336,0.0790591780368089
"107",116,TRUE,4,"variance",4,0.825554123488479,0.127511650744857,0.0811514385546231
"108",117,TRUE,8,"variance",8,0.671357768153099,0.175017388635093,0.112473080610287
"109",118,TRUE,6,"variance",6,0.796802769347276,0.137619002722436,0.0875290893381906
"110",119,TRUE,6,"variance",6,0.810568811899044,0.132875605189239,0.0859185681513532
"111",120,TRUE,6,"variance",6,0.840637784568574,0.121874316558217,0.0818488901237886
