"","n","C","sigma","R2","RMSE","MAE"
"1",2,0.105263157894737,10,0.26464606219769,0.261798844383308,0.177555519046459
"2",3,0.105263157894737,0.1,0.177370429372547,0.276899181749507,0.192032630192079
"3",4,1.26315789473684,0.01,0.315005171768037,0.252675515412212,0.17442103758638
"1",5,1.89473684210526,0.01,0.549811238867812,0.204840976900788,0.127645640441463
"2",6,2,0.1,0.679248727718727,0.172903469450279,0.120506902398477
"3",7,0.631578947368421,0.01,0.344289806596438,0.247215377451851,0.16553668611247
"4",8,0.210526315789474,0.1,0.460472877669544,0.224246748622726,0.134430786511482
"5",9,0.210526315789474,0.1,0.455520299027956,0.225273631758875,0.141966467904822
"6",10,2,0.01,0.480314042224168,0.220084777538203,0.137054294241601
"7",11,0.210526315789474,0.1,0.452486113478835,0.225900443361427,0.142974552803434
"8",12,0.315789473684211,0.1,0.416319431984937,0.233242201242589,0.142347704651176
"9",13,2,0.01,0.453842175860835,0.225620518946708,0.135512334264871
"10",14,2,0.01,0.448584681507772,0.226703866585189,0.134139084873443
"11",15,1.15789473684211,0.01,0.448339291471682,0.226754304685404,0.13980739336001
"12",16,1.15789473684211,0.01,0.438914937255317,0.22868299293634,0.141515992373089
"13",17,2,0.1,0.358222430553223,0.244574841673118,0.142719308242579
"14",18,2,0.1,0.33605761707887,0.248762384113127,0.149973161906625
"15",19,1.57894736842105,0.01,0.458997063423034,0.22455323973794,0.137371278675218
"16",20,1.47368421052632,0.01,0.449234584607242,0.22657022957968,0.137988443805009
"17",21,1.26315789473684,0.01,0.451106073265012,0.22618496171247,0.138001097146008
"18",22,1.15789473684211,0.01,0.451892016685992,0.226022970246735,0.137454821463054
"19",23,1.36842105263158,0.01,0.45299069187759,0.225796326588878,0.13842431638308
"20",24,1.36842105263158,0.01,0.455225152636054,0.225334680583594,0.141816274864411
"21",25,1.36842105263158,0.01,0.455616333828142,0.225253764110725,0.142303772846214
"22",26,1.47368421052632,0.01,0.451916817138993,0.226017856714702,0.144771507603296
"23",27,1.36842105263158,0.01,0.451765975000715,0.226048956621098,0.144083910898498
"24",28,1.26315789473684,0.01,0.45056918813009,0.226295552901082,0.144561172039743
"25",29,0.842105263157895,0.01,0.426162638996286,0.231267137131942,0.145218199606125
"26",30,0.842105263157895,0.01,0.427410206100173,0.231015603962669,0.143314172091194
"27",31,0.842105263157895,0.01,0.427140711096419,0.231069962447497,0.142327609249971
"28",32,0.842105263157895,0.01,0.436818756646856,0.229109767774506,0.141506310871715
"29",33,0.842105263157895,0.01,0.440224637796189,0.22841593786511,0.142105771064965
"30",34,0.947368421052632,0.01,0.440520511483022,0.22835556436274,0.139818095912796
"31",35,1.15789473684211,0.01,0.444294966973396,0.227583975269658,0.14032861696934
"32",36,1.05263157894737,0.01,0.433396278892394,0.229804868517853,0.141929721757822
"33",37,0.947368421052632,0.01,0.426257093483144,0.231248102890517,0.142814344738864
"34",38,0.947368421052632,0.01,0.41901995113554,0.232702003985815,0.146807453881379
"35",39,2,0.01,0.527554561741463,0.209843414325933,0.139287726760236
"36",40,2,0.01,0.529339239535983,0.209446694202011,0.138179325767462
"37",41,1.05263157894737,0.01,0.444870337141661,0.227466125929955,0.143050779794408
"38",42,1.05263157894737,0.01,0.450686659312979,0.226271360021136,0.142404358601576
"39",43,1.05263157894737,0.01,0.45445432308967,0.225494042961974,0.139423007618359
"40",44,1.05263157894737,0.01,0.454790558982693,0.225424542936478,0.13929574279936
"41",45,2,0.01,0.558556483923413,0.202841626880163,0.131144702842466
"42",46,2,0.01,0.558463611793125,0.202862962954431,0.13185519004014
"43",47,1.68421052631579,0.01,0.54123247209098,0.206783484443286,0.131197640536452
"44",48,1.68421052631579,0.01,0.541365021647969,0.206753609792545,0.130878688851293
"45",49,1.68421052631579,0.01,0.543575769897048,0.206254702875919,0.128085291458038
"46",50,1.68421052631579,0.01,0.537708499131062,0.207576157590338,0.128239718730161
"47",51,2,0.01,0.55279655675482,0.204160670505225,0.124993210061032
"48",52,1.78947368421053,0.01,0.543042385763454,0.206375183841657,0.126434213136936
"49",53,1.78947368421053,0.01,0.543683756531666,0.206230302255491,0.126206806349855
"50",54,2,0.01,0.549480058822693,0.204916308381691,0.124336526673653
"51",55,2,0.01,0.550682839625591,0.20464258672925,0.123897281935672
"52",56,2,0.01,0.557256657687727,0.203140039993814,0.12091140629306
"53",57,2,0.01,0.558559772331307,0.202840871373258,0.119834528480611
"54",58,2,0.01,0.575722753872175,0.198858603229417,0.120687590368974
"55",59,2,0.01,0.590355872198534,0.195399244775647,0.11921023161191
"56",60,2,0.01,0.595749122578074,0.194108699364244,0.1197155829278
"57",61,2,0.01,0.606082480354266,0.191611761024184,0.119162768832155
"58",62,2,0.01,0.596475797636006,0.193934157508716,0.121396097624018
"59",63,2,0.01,0.597701713030693,0.193639345310693,0.122919995948308
"60",64,2,0.01,0.589780057160205,0.195536527730621,0.120999328460636
"61",65,2,0.01,0.585769726256077,0.19648999061407,0.123093630646815
"62",66,2,0.01,0.584294295904013,0.19683961450783,0.123877039609728
"63",67,2,0.01,0.581676648209443,0.197458379387296,0.12472024174478
"64",68,2,0.01,0.577104016415491,0.198534640698293,0.12790745798054
"65",69,2,0.01,0.570815179156886,0.200005385895328,0.129907235465065
"66",70,2,0.01,0.573632565040433,0.199347836823996,0.129198683282523
"67",71,2,0.01,0.574547391556597,0.199133858690233,0.128642633212474
"68",72,2,0.01,0.580771243910128,0.197671949862519,0.125905771616095
"69",73,2,0.01,0.581077243216638,0.197599795316426,0.126110207274664
"70",74,2,0.01,0.595214713771953,0.194236960233331,0.122043139950295
"71",75,2,0.01,0.539641194604386,0.207141797796121,0.132052951297891
"72",76,2,0.01,0.522882422508218,0.210878460469255,0.139060622486223
"73",77,2,0.01,0.523349540029317,0.210775205893998,0.138839995803553
"74",78,2,0.01,0.521180070765444,0.211254331830793,0.139184634321842
"75",79,2,0.01,0.519001143101704,0.211734455355479,0.141152629672715
"76",80,2,0.01,0.521076657849537,0.211277143378181,0.140833769665305
"77",81,2,0.01,0.520303576789335,0.211447597063499,0.141464394446353
"78",82,2,0.01,0.513240501197827,0.212998591514843,0.14235537384922
"79",83,2,0.01,0.51215735325755,0.213235444400273,0.141972008090998
"80",84,2,0.01,0.50918867684069,0.213883262827029,0.143358965000451
"81",85,2,0.01,0.509424621266175,0.213831847316101,0.143770345862546
"82",86,2,0.01,0.514723035605094,0.212673976842599,0.143083481107512
"83",87,2,0.01,0.514044511023493,0.212822607546876,0.142971081934039
"84",88,2,0.01,0.505397113235761,0.21470780762368,0.144058606620478
"85",89,2,0.01,0.505852098555673,0.214609030018954,0.143803343893393
"86",90,2,0.01,0.504580144115917,0.214885058180711,0.143669807283522
"87",91,2,0.01,0.505085411347193,0.214775452081613,0.144254688500916
"88",92,2,0.01,0.477416793283412,0.220697411126381,0.146407849364402
"89",93,2,0.01,0.477250835248405,0.220732452054582,0.146661101151002
"90",94,2,0.01,0.475717943920872,0.221055849201205,0.146885843454613
"91",95,2,0.01,0.472841748346695,0.221661372732613,0.147317842246144
"92",96,2,0.01,0.47341812305549,0.221540161549973,0.147199231203153
"93",97,2,0.01,0.472579073477083,0.221716591085607,0.147540932549387
"94",98,2,0.01,0.465415171161856,0.22321728874984,0.147918232186138
"95",99,2,0.01,0.464268334793043,0.22345659273243,0.147283266971621
"96",100,2,0.01,0.464069552427875,0.223498045490634,0.147104469409501
"97",101,2,0.01,0.463344630540891,0.223649150801354,0.147075254549807
"98",102,2,0.01,0.46290611948549,0.223740506077643,0.147189754923216
"99",103,2,0.01,0.45795797101612,0.224768783517243,0.147991286482963
"100",104,2,0.01,0.456831121115222,0.225002297865202,0.14786883683325
"101",105,2,0.01,0.453763133611595,0.225636844729581,0.147942535350458
"102",106,2,0.01,0.453945440885952,0.225599188290134,0.147843155154625
"103",107,2,0.01,0.448410031883331,0.226739765669961,0.148689305370393
"104",108,2,0.01,0.445138604542592,0.227411157582482,0.147390885088253
"105",109,2,0.01,0.443049969227085,0.227838771427596,0.14786960916737
"106",110,2,0.01,0.442661544456278,0.227918206559193,0.147973358592621
"107",111,2,0.01,0.442696589366865,0.227911040806809,0.147885940616372
"108",112,2,0.01,0.441149593024711,0.228227146183391,0.147968050363725
"109",113,2,0.01,0.422413730692181,0.232021347226061,0.149131856328677
"110",114,2,0.01,0.419186007772765,0.232668745981615,0.148448741656656
