"","n","lm_intercept","k","R2","RMSE","MAE"
"92",101,TRUE,7,0.20790982564254,0.271710753601047,0.164425
"93",102,TRUE,7,0.180272114649527,0.276410393059227,0.158470238095238
"94",103,TRUE,7,0.192099097101315,0.27440913242052,0.15370119047619
"95",104,TRUE,7,0.192448874292578,0.274349723867903,0.15282380952381
"96",105,TRUE,7,0.192448874292578,0.274349723867903,0.15282380952381
"97",106,TRUE,7,0.232744219525787,0.267417360907937,0.152994047619048
"98",107,TRUE,7,0.232744219525787,0.267417360907937,0.152994047619048
"99",108,TRUE,7,0.130517050052856,0.284675471782684,0.158177380952381
"100",109,TRUE,7,0.130517050052856,0.284675471782684,0.158177380952381
"101",110,TRUE,7,0.130517050052856,0.284675471782684,0.158177380952381
"102",111,TRUE,7,0.130517050052856,0.284675471782684,0.158177380952381
"103",112,TRUE,7,0.128807165261405,0.284955249082364,0.159359523809524
"104",113,TRUE,7,0.128807165261405,0.284955249082364,0.159359523809524
"105",114,TRUE,7,0.132294756626311,0.284384305409538,0.156535714285714
"106",115,TRUE,7,0.114131965021259,0.287345254775813,0.165066666666667
"107",116,TRUE,7,0.0876742837707506,0.291604668318314,0.166416666666667
"108",117,TRUE,7,0.0876742837707506,0.291604668318314,0.166416666666667
"109",118,TRUE,7,0.129890022903901,0.284778100063032,0.158489285714286
"110",119,TRUE,7,0.232744219525787,0.267417360907937,0.152994047619048
"111",120,TRUE,7,0.232744219525787,0.267417360907937,0.152994047619048
