"","n","mtry","minnodesize","R2","RMSE","MAE"
"95",99,9,2,0.587367392487954,0.196110698313635,0.116311426388889
"96",100,9,2,0.587884697533904,0.195987730729632,0.116126089444445
"97",101,10,3,0.575249900836116,0.198969385401442,0.120397580555556
"98",102,5,3,0.546231809669049,0.205653704988987,0.123217752222222
"99",103,6,2,0.535381143781179,0.208098011196739,0.121470309722222
"100",104,9,2,0.585009462868246,0.196670223294606,0.116116697222223
"101",105,9,2,0.600813868878294,0.192888899858668,0.115027998333334
"102",106,5,3,0.525526300381325,0.210293372592804,0.124527020555556
"103",107,8,3,0.559500488441384,0.202624627553842,0.116199309722223
"104",108,7,2,0.558694483015244,0.202809919371445,0.116212975555556
"105",109,7,2,0.546970281808495,0.20548629421184,0.117762360000001
"106",110,7,2,0.537049813860529,0.207723984977095,0.119188488888889
"107",111,8,3,0.58327232922265,0.197081420240543,0.117667555555555
"108",112,8,4,0.556995962925201,0.203199837337044,0.118137474702381
"109",113,9,3,0.560968671069575,0.202286672292265,0.11851321875
"110",114,9,3,0.591360682278727,0.195159451666563,0.117783547222222
"111",115,7,3,0.528279630968819,0.209682327550698,0.120949636111111
"112",116,9,2,0.598809602725073,0.193372529685213,0.1119208
"113",117,8,4,0.535692836497385,0.208028197503737,0.119361863888889
"114",118,10,3,0.556045776333744,0.203417639347664,0.117954569444445
"115",119,4,3,0.61536617874329,0.189340381901739,0.118150986388889
"116",120,4,2,0.544734944941229,0.205992625095954,0.124467926867979
