"","n","k","distance","kernel","R2","RMSE","MAE"
"77",81,23,2,"optimal",0.457717010726202,0.224818737515779,0.154246310613678
"78",82,23,2,"optimal",0.447997079841956,0.226824625018719,0.155621924084276
"79",83,23,2,"optimal",0.44800911884367,0.226822151520085,0.155622209419142
"80",84,23,2,"optimal",0.46069186145439,0.224201235261516,0.154845032468204
"81",85,23,2,"optimal",0.470183272958581,0.222219592421432,0.153093835500376
"82",86,23,2,"optimal",0.410923136283225,0.234317916450358,0.146805775838545
"83",87,23,2,"optimal",0.353198686818649,0.245530224243574,0.155342011257457
"84",88,23,2,"optimal",0.433717346598812,0.229739749480861,0.153844443976375
"85",89,23,2,"optimal",0.342421671390922,0.247567288463546,0.157141001998588
"86",90,23,2,"optimal",0.380726878579322,0.240248469264937,0.152067721637319
"87",91,23,2,"optimal",0.32367232103609,0.251071891659268,0.149683586617921
"88",92,23,2,"optimal",0.369867362482369,0.242345802018266,0.146473157087893
"89",93,23,2,"optimal",0.370225830149709,0.242276859792691,0.148015692138319
"90",94,23,2,"optimal",0.375707477665429,0.241220148514553,0.146847277759806
"91",95,23,2,"optimal",0.391225233133895,0.238203333855345,0.14381343872431
"92",96,23,2,"optimal",0.390589518163832,0.238327673694522,0.144107429102301
"93",97,23,2,"optimal",0.429943534523706,0.230503992368721,0.142234116012773
"94",98,23,2,"optimal",0.434539597030545,0.22957289620576,0.137572535588229
"95",99,23,2,"optimal",0.480444610218242,0.220057128308255,0.140936710425903
"96",100,23,2,"optimal",0.43418658039453,0.22964454614471,0.145371493353698
"97",101,23,2,"optimal",0.445886502013658,0.227257842193748,0.136159750977333
"98",102,23,2,"optimal",0.434049145630311,0.229672434514498,0.138779789634792
"99",103,23,2,"optimal",0.433677375785938,0.229747857377548,0.139195257657081
"100",104,23,2,"optimal",0.433530788637275,0.229777589462101,0.139529322099283
"101",105,23,2,"optimal",0.433515909381763,0.229780607187465,0.139665859399947
"102",106,23,2,"optimal",0.486755920368754,0.218716470125888,0.13890581152084
"103",107,23,2,"optimal",0.486777000015312,0.218711978585303,0.138905128080156
"104",108,23,2,"optimal",0.430861309877199,0.230318365056082,0.139518426019443
"105",109,23,2,"optimal",0.247441917471861,0.264843626607443,0.147556389211369
"106",110,23,2,"optimal",0.29946141775238,0.255526262978935,0.145097524797673
"107",111,23,2,"optimal",0.2773092008395,0.259534906284642,0.148271644731611
"108",112,23,2,"optimal",0.277508706772565,0.259499080224795,0.146479381125658
"109",113,23,2,"optimal",0.293895648909241,0.256539330977972,0.145569391398392
"110",114,23,2,"optimal",0.293306522573835,0.256646328311164,0.146277786148723
"111",115,23,2,"optimal",0.279898081943323,0.259069625812201,0.148678602497654
"112",116,23,2,"optimal",0.278045737849202,0.259402618870912,0.148908039905075
"113",117,23,2,"optimal",0.278737321191585,0.25927834402201,0.148340281135997
"114",118,23,2,"optimal",0.273022654700816,0.260303467024253,0.151096789393306
"115",119,23,2,"optimal",0.305823191396837,0.254363366483972,0.146018443516856
"116",120,23,2,"optimal",0.300528222417918,0.255331626683781,0.148204884547813
