"","n","mtry","minnodesize","R2","RMSE","MAE"
"58",62,2,2,0.819977167929254,0.0689109673738652,0.0565735410299886
"59",63,2,3,0.740230222135107,0.082778749852025,0.0580126069220499
"60",64,3,2,0.785547069169675,0.0752125900974141,0.0571724996031747
"61",65,10,3,0.838527816600985,0.0652639583277519,0.0554973944444447
"62",66,6,2,0.839784445640406,0.0650095096369521,0.0531423233333332
"63",67,2,2,0.750515357356722,0.0811234590459865,0.0554901086486894
"64",68,3,2,0.803285799451408,0.072034808819599,0.0564346339814816
"65",69,9,2,0.838461931930965,0.06527727162959,0.0567287999999996
"66",70,9,2,0.870351249914569,0.0584801824483302,0.0497502999999999
"67",71,10,3,0.850880636683832,0.062717909217796,0.0524116916666664
"68",72,4,2,0.816820056262444,0.0695125967303854,0.0519841416666667
"69",73,8,4,0.850571364135253,0.0627829137897575,0.0540100819444445
"70",74,2,2,0.780144541409622,0.0761540804030079,0.0573312665211641
"71",75,2,8,0.767469972379095,0.0783184481281691,0.0598819880257244
"72",76,2,4,0.801117147455043,0.0724307899835474,0.0522536652898029
"73",77,2,5,0.795777544959169,0.0733966601434888,0.0524027505158733
"74",78,2,3,0.7851204154296,0.0752873705818342,0.0584744103998316
"75",79,2,2,0.794396853755369,0.0736443494092604,0.053426686967986
"76",80,2,2,0.700913726908856,0.0888224590206714,0.060424761363601
"77",81,3,2,0.714134220170298,0.0868371650958496,0.0617188380092596
"78",82,7,3,0.813401239369334,0.0701582793370634,0.055138298611111
"79",83,2,3,0.777791134533872,0.0765605849209738,0.057640093762765
"80",84,10,2,0.856337975321721,0.0615595651247504,0.0517138833333336
"81",85,2,3,0.769723075790219,0.077938090589175,0.059585668802309
"82",86,2,2,0.706774441906036,0.0879478976962872,0.0609035284688463
"83",87,2,3,0.777669883486453,0.0765814701927773,0.0592796290794857
"84",88,2,2,0.779155934201137,0.0763251064701897,0.0585747174837853
"85",89,2,5,0.774437255339875,0.0771361994370744,0.0588755575347598
"86",90,2,6,0.791065780837202,0.0742385257537853,0.0574961586862675
"87",91,2,5,0.787443189631664,0.0748793496890095,0.0564674868460255
"88",92,3,6,0.790880816018784,0.0742713793423065,0.0581017941666666
"89",93,2,4,0.785319576342471,0.0752524724842397,0.05744498472028
"90",94,2,2,0.81198605059096,0.0704238214769925,0.0536707588249267
"91",95,2,3,0.806051622599701,0.0715266075141034,0.052262903805315
"92",96,2,4,0.793169626829002,0.0738638107019662,0.0561659076641415
"93",97,2,6,0.780890209335571,0.0760248275604119,0.0567856983055286
"94",98,3,3,0.79616386617915,0.0733272062007282,0.0571949388149349
"95",99,3,3,0.836975833646299,0.0655768491575085,0.052736270076035
"96",100,2,4,0.803823140987536,0.0719363569438651,0.054788506137682
"97",101,2,4,0.789611197547355,0.0744964988689241,0.0548795324578728
"98",102,3,2,0.841993463353571,0.0645597854910076,0.0516068961982924
"99",103,3,3,0.825888230692932,0.0677701764170344,0.0527255838359789
"100",104,3,3,0.811964700992191,0.0704278197910991,0.0537333716450849
"101",105,3,6,0.825057924206263,0.0679315758775367,0.0541024084325399
"102",106,2,4,0.813890129110431,0.0700663115268033,0.0537019973701029
"103",107,2,3,0.810962600417834,0.0706152366711591,0.0516450608744309
"104",108,2,4,0.805709839090332,0.071589603282715,0.0524147071209648
"105",109,2,4,0.812656619847625,0.0702981227395639,0.0514046907648616
"106",110,3,3,0.834823995212726,0.0660082213503637,0.0532893640537241
"107",111,2,2,0.822314799460415,0.0684620942709498,0.0478519895375461
"108",112,2,3,0.763133115441498,0.0790454226158418,0.0588019800559623
"109",113,2,3,0.791450453687981,0.0741701532726499,0.055054637322446
