"","n","k","distance","kernel","R2","RMSE","MAE"
"83",87,5,2,"optimal",-0.316389872749324,0.186344602576146,0.131350445478271
"84",88,5,2,"optimal",-0.316478648121894,0.186350885871455,0.131353356235839
"85",89,5,2,"optimal",-0.32132820565142,0.186693803930522,0.128660828114643
"86",90,23,2,"optimal",0.0260997218542919,0.160280908977089,0.119574113570695
"87",91,23,2,"optimal",0.0542606741033254,0.157946597940888,0.120370143104683
"88",92,23,2,"optimal",-0.290089687478489,0.184473719151027,0.132466711366769
"89",93,23,2,"optimal",-0.286976357772963,0.184250992609102,0.132093147479063
"90",94,7,2,"optimal",0.570225758759387,0.106474287584981,0.0824298759776518
"91",95,7,2,"optimal",0.569813566705544,0.106525334545241,0.0824874968026766
"92",96,7,2,"optimal",0.569438638627373,0.106571745400391,0.0828332587406748
"93",97,7,2,"optimal",0.571309977143044,0.106339898097799,0.0817069017506868
"94",98,7,2,"optimal",0.571746214188053,0.106285778328306,0.0812431891058835
"95",99,5,2,"optimal",0.563906893700161,0.107254164104742,0.0875023817751974
"96",100,5,2,"optimal",0.568273181288205,0.106715883840485,0.0811088473531491
"97",101,5,2,"optimal",0.445325088320145,0.120960566810742,0.0886899283078813
"98",102,5,2,"optimal",0.432178690593648,0.12238562081866,0.0917675732703341
"99",103,5,2,"optimal",0.426632549689358,0.122981863405559,0.092369170631801
"100",104,5,2,"optimal",0.404172625064756,0.125367445912323,0.0944840892938734
"101",105,7,2,"optimal",0.404157470708847,0.12536904020867,0.0944870624826873
"102",106,23,2,"optimal",0.404142595832951,0.125370605082931,0.0944899800657823
"103",107,23,2,"optimal",0.401543467490956,0.125643740668447,0.0947981247062524
"104",108,23,2,"optimal",0.406753702335307,0.12509561024824,0.0897175990446843
"105",109,23,2,"optimal",0.406757807135933,0.125095177465575,0.0899238137001615
"106",110,5,2,"optimal",0.406752317827637,0.125095756221111,0.0899250413872085
"107",111,23,2,"optimal",0.420394849744215,0.123649017459549,0.0881316535907308
"108",112,7,2,"optimal",0.392989503057909,0.126538491394291,0.0934904624645396
"109",113,7,2,"optimal",0.384689828888457,0.127400636808205,0.0930904024539798
