"","n","n.trees","interaction.depth","shrinkage","n.minobsinnode","R2","RMSE","MAE"
"46",50,100,2,0.1,10,0.470714350701733,0.118159763015384,0.08848881243501
"47",51,100,2,0.1,10,0.470714350701733,0.118159763015384,0.08848881243501
"48",52,100,2,0.1,10,0.61413937737541,0.100888062599506,0.0715704059020083
"49",53,100,2,0.1,10,0.586106435821992,0.104488594756008,0.0723490845480074
"50",54,100,2,0.1,10,0.586106435821992,0.104488594756008,0.0723490845480074
"51",55,100,2,0.1,10,0.524595990817014,0.111983998856695,0.0882165709451987
"52",56,100,1,0.1,10,0.508736559291412,0.113836562924497,0.089774638197172
"53",57,100,1,0.1,10,0.591505927654914,0.103804798849764,0.0766208000504695
"54",58,100,1,0.1,10,0.569524696789813,0.106561094390191,0.0823193635521579
"55",59,100,1,0.1,10,0.569524696789813,0.106561094390191,0.0823193635521579
"56",60,100,2,0.1,10,0.569524696789813,0.106561094390191,0.0823193635521579
"57",61,100,2,0.1,10,0.629519947871333,0.0988568951735881,0.0760672671767143
"58",62,100,2,0.1,10,0.629519947871333,0.0988568951735881,0.0760672671767143
"59",63,100,1,0.1,10,0.598613559767573,0.102897755169821,0.0826488768668626
"60",64,100,2,0.1,10,0.594288171668513,0.103450688776028,0.0851196557341136
"61",65,100,2,0.1,10,0.605174474765977,0.102053325855557,0.0847796030178155
"62",66,100,2,0.1,10,0.605174474765977,0.102053325855557,0.0847796030178155
"63",67,100,2,0.1,10,0.68583035339807,0.0910346367348213,0.0774676791455101
"64",68,100,2,0.1,10,0.68583035339807,0.0910346367348213,0.0774676791455101
"65",69,100,2,0.1,10,0.68583035339807,0.0910346367348213,0.0774676791455101
"66",70,100,2,0.1,10,0.644354079582029,0.0968575473269878,0.079260217560922
"67",71,100,2,0.1,10,0.644354079582029,0.0968575473269878,0.079260217560922
"68",72,100,2,0.1,10,0.688266477450438,0.0906810009537258,0.0764337935154335
"69",73,100,2,0.1,10,0.715904669304444,0.0865678436610126,0.0760201677567333
"70",74,100,2,0.1,10,0.716281195670667,0.0865104582005104,0.0774405480944847
"71",75,100,2,0.1,10,0.716281195670667,0.0865104582005104,0.0774405480944847
"72",76,100,2,0.1,10,0.716281195670667,0.0865104582005104,0.0774405480944847
"73",77,100,2,0.1,10,0.716281195670667,0.0865104582005104,0.0774405480944847
"74",78,100,2,0.1,10,0.691068490484113,0.0902725384713421,0.0783408019514548
"75",79,100,2,0.1,10,0.703196020009201,0.0884829130143382,0.0774301738626843
"76",80,100,2,0.1,10,0.703196020009201,0.0884829130143382,0.0774301738626843
"77",81,100,2,0.1,10,0.63798877878483,0.0977204747102285,0.0890545658464533
"78",82,100,2,0.1,10,0.63798877878483,0.0977204747102285,0.0890545658464533
"79",83,100,2,0.1,10,0.700455362951095,0.0888904952877949,0.079058762620392
"80",84,100,2,0.1,10,0.700455362951095,0.0888904952877949,0.079058762620392
"81",85,100,2,0.1,10,0.722313574409956,0.0855858319998487,0.0713927264931021
"82",86,100,2,0.1,10,0.722313574409956,0.0855858319998487,0.0713927264931021
"83",87,100,2,0.1,10,0.722313574409956,0.0855858319998487,0.0713927264931021
"84",88,100,2,0.1,10,0.722313574409956,0.0855858319998487,0.0713927264931021
"85",89,100,2,0.1,10,0.722313574409956,0.0855858319998487,0.0713927264931021
"86",90,100,2,0.1,10,0.726966876624881,0.0848657044224617,0.0732681159443381
"87",91,100,2,0.1,10,0.726966876624881,0.0848657044224617,0.0732681159443381
"88",92,100,2,0.1,10,0.726966876624881,0.0848657044224617,0.0732681159443381
"89",93,100,2,0.1,10,0.730911927334555,0.0842503620453609,0.0720050928473946
"90",94,100,2,0.1,10,0.633636464614649,0.0983061464740771,0.0862480432082939
"91",95,100,2,0.1,10,0.633636464614649,0.0983061464740771,0.0862480432082939
"92",96,100,2,0.1,10,0.633636464614649,0.0983061464740771,0.0862480432082939
"93",97,100,2,0.1,10,0.633636464614649,0.0983061464740771,0.0862480432082939
"94",98,100,2,0.1,10,0.618126854814028,0.100365421046412,0.087460616566611
"95",99,100,2,0.1,10,0.618126854814028,0.100365421046412,0.087460616566611
"96",100,100,2,0.1,10,0.618126854814028,0.100365421046412,0.087460616566611
"97",101,100,2,0.1,10,0.618126854814028,0.100365421046412,0.087460616566611
"98",102,100,2,0.1,10,0.618126854814028,0.100365421046412,0.087460616566611
"99",103,100,2,0.1,10,0.618126854814028,0.100365421046412,0.087460616566611
"100",104,100,2,0.1,10,0.618126854814028,0.100365421046412,0.087460616566611
"101",105,100,2,0.1,10,0.603462829699468,0.102274297085794,0.0899691701050398
"102",106,100,2,0.1,10,0.616576145865718,0.100568996337556,0.0882824092169837
"103",107,100,2,0.1,10,0.64359931247542,0.0969602704865539,0.0845302154453218
"104",108,100,2,0.1,10,0.64359931247542,0.0969602704865539,0.0845302154453218
"105",109,100,2,0.1,10,0.64359931247542,0.0969602704865539,0.0845302154453218
"106",110,100,2,0.1,10,0.64359931247542,0.0969602704865539,0.0845302154453218
"107",111,100,2,0.1,10,0.661180595103541,0.0945384961207891,0.0809869749152458
"108",112,100,2,0.1,10,0.661180595103541,0.0945384961207891,0.0809869749152458
"109",113,100,2,0.1,10,0.708191964349626,0.0877350595763374,0.0771167258296942
