"","n","lm_intercept","mtry","splitrule","min.node.size","R2","RMSE","MAE"
"71",80,TRUE,7,"variance",7,-2.0052283283389,0.281555028920818,0.174060514865924
"72",81,TRUE,4,"variance",4,-0.143170415056238,0.173652100147936,0.113386956619457
"73",82,TRUE,6,"variance",6,-1.8647016101649,0.27489335886101,0.175906886271611
"74",83,TRUE,6,"variance",6,-1.26943895193852,0.244671736408138,0.156514482803486
"75",84,TRUE,6,"variance",6,-2.52795144899868,0.305060411460317,0.18845628245022
"76",85,TRUE,3,"variance",3,-0.329730353740934,0.18728644367109,0.115696562569987
"77",86,TRUE,5,"variance",5,-1.6854996841082,0.266156516999481,0.168200927747298
"78",87,TRUE,5,"variance",5,-1.78972451220597,0.271272150960674,0.171327979786262
"79",88,TRUE,4,"variance",4,-2.05300812401428,0.283784408963504,0.178980424670026
"80",89,TRUE,9,"variance",9,-4.14686898963076,0.368464887609593,0.224229101986453
"81",90,TRUE,9,"variance",9,-4.32815163057391,0.374897754885187,0.22885226143706
"82",91,TRUE,9,"variance",9,-5.30973442426532,0.407971750460388,0.243685602606524
"83",92,TRUE,4,"variance",4,-0.205592580437996,0.178330174711522,0.116684428744746
"84",93,TRUE,9,"variance",9,-3.52737071970401,0.345579188652711,0.217747406106603
"85",94,TRUE,5,"variance",5,-2.96754367826501,0.3235082870073,0.197465517920834
"86",95,TRUE,10,"variance",10,-3.04273436277571,0.326559373929819,0.205653299914176
"87",96,TRUE,4,"variance",4,-0.621276972137927,0.206801249712296,0.136476075164915
"88",97,TRUE,3,"variance",3,-0.0639772126545077,0.167529277351229,0.114526572078493
"89",98,TRUE,6,"variance",6,-1.29545383525687,0.246070092917581,0.165031871356991
"90",99,TRUE,6,"variance",6,-2.29946181214045,0.29501636315181,0.185680820784312
"91",100,TRUE,9,"variance",9,-3.84126519920626,0.357358394663613,0.219252610563538
"92",101,TRUE,9,"variance",9,-3.96961451681789,0.362064465219333,0.22504281452791
"93",102,TRUE,9,"variance",9,-3.33689453402517,0.338231445976594,0.205279841226225
"94",103,TRUE,9,"variance",9,-2.45603915093292,0.301935291777103,0.189014530108933
"95",104,TRUE,6,"variance",6,-2.20064839104677,0.290565157331802,0.182539753513325
"96",105,TRUE,9,"variance",9,-3.18855124695531,0.33239652012506,0.206010646269594
"97",106,TRUE,9,"variance",9,-3.89463780704546,0.35932284697088,0.220512102014398
"98",107,TRUE,6,"variance",6,-2.04832103093293,0.283566487033371,0.175411451303827
"99",108,TRUE,4,"variance",4,-1.67305970009775,0.265539345809486,0.171183501890215
"100",109,TRUE,4,"variance",4,-3.16604981609505,0.331502479558808,0.207994683863532
"101",110,TRUE,9,"variance",9,-2.79057387241089,0.316211044092424,0.201448330716616
"102",111,TRUE,7,"variance",7,-3.30463496146996,0.336971146921076,0.212593168196967
"103",112,TRUE,6,"variance",6,-2.8827506006671,0.320032658764882,0.198690249624493
"104",113,TRUE,6,"variance",6,-1.76765438601847,0.270196973324151,0.172339205573333
