"","n","lm_intercept","k","R2","RMSE","MAE"
"1",10,TRUE,11,0.371460486028913,0.147406395619201,0.102960416666667
"2",11,TRUE,11,-0.33716541207571,0.215002050293998,0.135976470588235
"3",12,TRUE,9,-0.0844759760331495,0.193624363054331,0.124769711538462
"4",13,TRUE,7,-0.294196099035433,0.211519337466394,0.135140833333333
"5",14,TRUE,7,-0.514070104814736,0.228782618572145,0.159111141304348
"6",15,TRUE,7,-0.403008715320158,0.220231896497481,0.163523369565217
"7",16,TRUE,7,0.117231506055383,0.174692172835534,0.1273
"8",17,TRUE,7,0.225742132612942,0.163603596961606,0.123333928571429
"9",18,TRUE,7,-1.54498697999336,0.296614799824621,0.18703875
"10",19,TRUE,5,-0.161606584990999,0.200391624949747,0.1253075
"11",20,TRUE,5,-0.175184490356923,0.201559401376277,0.136600892857143
"12",21,TRUE,5,-1.28427840073599,0.281011796179158,0.190844642857143
"13",22,TRUE,5,-0.719718075533563,0.243825241078489,0.174341477272727
"14",23,TRUE,5,-0.297790855447973,0.211812891601417,0.145960795454545
"15",24,TRUE,7,-1.0052067171874,0.263287117395106,0.175820535714286
"16",25,TRUE,7,-0.549518317506431,0.231445313665221,0.15518125
"17",26,TRUE,5,-0.818974714813874,0.250762947124391,0.166275892857143
"18",27,TRUE,7,-0.711350468263692,0.243231329282955,0.171999305555556
"19",28,TRUE,5,-0.133502747562019,0.197952651279947,0.143679545454545
"20",29,TRUE,5,-0.777490231014702,0.24788693949139,0.169496428571429
"21",30,TRUE,5,0.148990468727652,0.171520978800376,0.135704807692308
"22",31,TRUE,5,0.0776479538317628,0.178565844497992,0.138853977272727
"23",32,TRUE,5,0.219026356874184,0.164311599330001,0.119870138888889
"24",33,TRUE,5,0.0579739917499119,0.180460219354417,0.13410625
"25",34,TRUE,5,0.406752095742801,0.143208283929775,0.103054583333333
"26",35,TRUE,5,0.199364021586274,0.166367153259416,0.13195625
"27",36,TRUE,5,0.0836673320422336,0.177982219860355,0.125231944444444
"28",37,TRUE,5,0.451250347019994,0.13773273248944,0.108034510869565
"29",38,TRUE,5,0.393313720238102,0.144821193077255,0.117144293478261
"30",39,TRUE,5,0.411423516378826,0.142643336046678,0.116554891304348
"31",40,TRUE,5,0.178498707874453,0.168521051275476,0.134528289473684
"32",41,TRUE,5,0.260427950795529,0.159896986531651,0.112486764705882
"33",42,TRUE,5,0.43958480246968,0.139189022964795,0.103013586956522
"34",43,TRUE,5,0.151250487376514,0.171293073998922,0.1310325
"35",44,TRUE,11,0.301941731709243,0.155344496584027,0.112940073529412
"36",45,TRUE,5,0.515758315892791,0.129384162775883,0.0982029605263157
"37",46,TRUE,7,-0.271762142082587,0.209678055599531,0.1361625
"38",47,TRUE,7,0.213584550312719,0.164883065308908,0.132267663043478
"39",48,TRUE,11,-3.27943184263552,0.38462994358214,0.2423675
"40",49,TRUE,7,0.51040398446644,0.130097506157023,0.110940476190476
"41",50,TRUE,7,0.49716993669193,0.131844085440517,0.114314880952381
"42",51,TRUE,5,0.483348664408702,0.133643798982549,0.0992621323529411
"43",52,TRUE,5,0.386391185564402,0.145645083568403,0.116495588235294
"44",53,TRUE,5,-0.176292117014122,0.201654365183224,0.147340178571429
"45",54,TRUE,5,0.0480537975300429,0.181407917213351,0.138693181818182
"46",55,TRUE,9,-0.116989811269421,0.196505468207615,0.164025694444444
"47",56,TRUE,9,0.184704656688202,0.167883306889467,0.118770535714286
"48",57,TRUE,9,-0.262248637585451,0.20889232783369,0.182055833333333
"49",58,TRUE,7,0.188541754233624,0.167487778836418,0.139034868421053
"50",59,TRUE,7,0.247674826387464,0.161269719762016,0.133599671052632
"51",60,TRUE,7,0.374344909518842,0.147067776182293,0.123549013157895
"52",61,TRUE,7,0.323989347084144,0.152871597578688,0.126461842105263
"53",62,TRUE,7,0.349077988103185,0.150008031952549,0.124173684210526
"54",63,TRUE,7,0.408914679279597,0.142947024994016,0.118631907894737
"55",64,TRUE,7,-0.366346421609714,0.217335387662961,0.191097368421053
