"","n","lm_intercept","mtry","splitrule","min.node.size","R2","RMSE","MAE"
"33",42,TRUE,8,"variance",8,-0.64717030091973,0.238626837635232,0.141467318418271
"34",43,TRUE,7,"variance",7,-0.84882619119055,0.252812228394947,0.148481051735861
"35",44,TRUE,5,"variance",5,-0.903730963269077,0.256538659480315,0.144821933648445
"36",45,TRUE,7,"variance",7,-0.771486168671818,0.247467925206337,0.140994289654377
"37",46,TRUE,3,"variance",3,-1.12065620208653,0.270760412931562,0.148333663125501
"38",47,TRUE,3,"variance",3,-1.09506022468448,0.269121435170634,0.150981726662684
"39",48,TRUE,8,"variance",8,-0.899280663080265,0.256238632306603,0.146862562259882
"40",49,TRUE,7,"variance",7,-0.959128298757704,0.260244448036834,0.151694461565793
"41",50,TRUE,7,"variance",7,-0.862906930488025,0.253773116692397,0.148109054602486
"42",51,TRUE,8,"variance",8,-0.900021184737083,0.25628858062865,0.150186738638787
"43",52,TRUE,7,"variance",7,-0.843462876640749,0.252445266835977,0.146518565276169
"44",53,TRUE,9,"variance",9,-0.795212796413432,0.249119659658193,0.148169226281751
"45",54,TRUE,8,"variance",8,-0.713848014641937,0.243408750582274,0.143274093594993
"46",55,TRUE,4,"variance",4,-1.2120221407447,0.276531601668116,0.159247705067456
"47",56,TRUE,5,"variance",5,-0.91288512187356,0.257154707468019,0.153784005125618
"48",57,TRUE,6,"variance",6,-0.814657689049314,0.250465198846202,0.152438149743428
"49",58,TRUE,4,"variance",4,-1.12602969113017,0.271103233145256,0.162806783506186
"50",59,TRUE,7,"variance",7,-0.887694669637415,0.255455883192421,0.152984794644712
"51",60,TRUE,4,"variance",4,-1.04470501105878,0.265867569236251,0.155590300136105
"52",61,TRUE,10,"variance",10,-1.10151662634513,0.269535795448032,0.155945746933177
"53",62,TRUE,7,"variance",7,-0.996948186745082,0.26274437831456,0.149443996220922
"54",63,TRUE,9,"variance",9,-1.07827035612932,0.268040892759912,0.153759230437103
"55",64,TRUE,7,"variance",7,-0.984133089389282,0.261899961278131,0.148215696378286
"56",65,TRUE,7,"variance",7,-1.14425432382184,0.27226272160079,0.152168330126974
"57",66,TRUE,9,"variance",9,-1.10088379222434,0.269495209451932,0.155397898697349
"58",67,TRUE,9,"variance",9,-0.966674825987696,0.260745194767261,0.150541989707268
"59",68,TRUE,9,"variance",9,-0.91234263745022,0.257118241003426,0.151966643702011
"60",69,TRUE,5,"variance",5,-1.16265825663346,0.273428627872261,0.158198220151069
"61",70,TRUE,9,"variance",9,-0.906157038059801,0.256702071176933,0.151373388033366
"62",71,TRUE,7,"variance",7,-1.10102340965289,0.269504164160228,0.152968455451401
"63",72,TRUE,7,"variance",7,-1.1095315371174,0.270049293523921,0.155168595227095
"64",73,TRUE,7,"variance",7,-1.4065448473099,0.288434372701048,0.169209024331073
"65",74,TRUE,7,"variance",7,-1.30530090098977,0.28230192804613,0.165639346633088
"66",75,TRUE,7,"variance",7,-1.10322504365023,0.269645332071106,0.157377489356592
"67",76,TRUE,8,"variance",8,-0.922883852941837,0.257825910750569,0.154271103732189
"68",77,TRUE,8,"variance",8,-1.1209004795183,0.270776006867454,0.15844347662843
"69",78,TRUE,7,"variance",7,-0.963546309414566,0.260537720118804,0.15276303657071
"70",79,TRUE,7,"variance",7,-1.14085684218249,0.272046941623806,0.160861137755728
"71",80,TRUE,7,"variance",7,-1.04192884289417,0.265687019039106,0.150876115977806
"72",81,TRUE,7,"variance",7,-1.08553165210867,0.268508740252106,0.156900965856048
"73",82,TRUE,10,"variance",10,-0.934095874631522,0.258576488604595,0.155743106106699
"74",83,TRUE,7,"variance",7,-1.04254570383038,0.265727147657672,0.158377889521265
"75",84,TRUE,8,"variance",8,-0.725255639254618,0.244217489276508,0.15052951102449
"76",85,TRUE,10,"variance",10,-0.626285384779577,0.237109204678813,0.146760567693068
"77",86,TRUE,5,"variance",5,-0.944867449522821,0.259295534851312,0.148971321311591
"78",87,TRUE,7,"variance",7,-0.920340522710603,0.257655345740742,0.149195755569669
"79",88,TRUE,9,"variance",9,-0.905792978758207,0.256677556082539,0.153753763759138
"80",89,TRUE,9,"variance",9,-1.06885882461555,0.267433287066019,0.157104316025048
"81",90,TRUE,9,"variance",9,-1.08384206351204,0.268399952349706,0.156947314374423
"82",91,TRUE,9,"variance",9,-0.974715789751761,0.261277693560965,0.154281189114441
"83",92,TRUE,9,"variance",9,-1.02794243027952,0.264775529524031,0.158011368684809
"84",93,TRUE,10,"variance",10,-1.04525807935167,0.265903523806681,0.156115761770784
"85",94,TRUE,9,"variance",9,-0.9972697408743,0.262765531376904,0.15694622944717
"86",95,TRUE,9,"variance",9,-0.840846840058862,0.252266082182641,0.152068918486853
"87",96,TRUE,10,"variance",10,-0.66815645787119,0.240142166719139,0.146555807743708
"88",97,TRUE,9,"variance",9,-0.700679137785734,0.242471794369725,0.145305517036665
"89",98,TRUE,7,"variance",7,-1.12320617908168,0.270923151567825,0.157157186342047
"90",99,TRUE,10,"variance",10,-0.702806661713312,0.242623411244117,0.14566644296819
"91",100,TRUE,9,"variance",9,-0.915504588855784,0.257330718512577,0.155059894305835
"92",101,TRUE,10,"variance",10,-0.863334258014179,0.253802221211298,0.152494628995099
"93",102,TRUE,7,"variance",7,-0.967620655385198,0.260807887090022,0.159247425272571
"94",103,TRUE,7,"variance",7,-1.13147546411815,0.271450223231944,0.163725974294895
"95",104,TRUE,10,"variance",10,-1.09404853618709,0.269056448986941,0.163292207182712
"96",105,TRUE,9,"variance",9,-0.83388982183434,0.251788942803706,0.151156192697011
"97",106,TRUE,9,"variance",9,-1.08613568386072,0.268547621480007,0.161448937072975
"98",107,TRUE,5,"variance",5,-1.244538001579,0.278556640225049,0.16247331450415
"99",108,TRUE,9,"variance",9,-0.864327078160572,0.253869827546913,0.158275874319561
"100",109,TRUE,8,"variance",8,-1.02529950782205,0.264602938495452,0.159628632309369
"101",110,TRUE,9,"variance",9,-0.799801360262083,0.249437831397156,0.156310623004928
"102",111,TRUE,9,"variance",9,-0.819451306328361,0.250795796307083,0.158607151539042
"103",112,TRUE,9,"variance",9,-0.938443439621415,0.258866946555986,0.16036233562071
"104",113,TRUE,9,"variance",9,-0.963476270771461,0.26053307345704,0.162039047143426
"105",114,TRUE,9,"variance",9,-1.0248175673,0.264571454148307,0.162459785631827
"106",115,TRUE,7,"variance",7,-1.02700808484901,0.264714526730126,0.157150068578803
"107",116,TRUE,7,"variance",7,-0.944097971277771,0.259244235208221,0.158433765299514
"108",117,TRUE,8,"variance",8,-0.816194636316727,0.25057124372999,0.15265296932358
"109",118,TRUE,10,"variance",10,-0.637162390132348,0.237900806251261,0.149894939737926
"110",119,TRUE,8,"variance",8,-0.719168946358122,0.243786309626427,0.150977739569527
"111",120,TRUE,10,"variance",10,-0.660028971235378,0.239556449668593,0.14845676879878
