"","n","lm_intercept","mtry","splitrule","min.node.size","R2","RMSE","MAE"
"1",10,TRUE,3,"variance",3,-1.97655951147403,0.320780026743161,0.186463760754519
"2",11,TRUE,2,"variance",2,-1.7693611639159,0.309413909381469,0.188580658362566
"3",12,TRUE,3,"variance",3,-1.80919405216113,0.31163118016326,0.178999915737022
"4",13,TRUE,3,"variance",3,-2.73552091562699,0.359356595769718,0.187613773035857
"5",14,TRUE,4,"variance",4,-2.58998341782914,0.352286706593517,0.186523993162462
"6",15,TRUE,3,"variance",3,-2.41430077445285,0.343558677704251,0.18527903262244
"7",16,TRUE,3,"variance",3,-2.41604184610472,0.343646262846528,0.179617401339992
"8",17,TRUE,2,"variance",2,-2.24950695267002,0.335165084054037,0.178776322178861
"9",18,TRUE,2,"variance",2,-1.9693643492483,0.320392085427511,0.169476077229033
"10",19,TRUE,3,"variance",3,-2.02873862946057,0.323579450101263,0.170953475640932
"11",20,TRUE,4,"variance",4,-2.05209116550394,0.324824504893944,0.173066326213286
"12",21,TRUE,5,"variance",5,-1.81735794666876,0.312083672643754,0.164878530351223
"13",22,TRUE,9,"variance",9,-1.45824345986372,0.291516056550541,0.155952716338522
"14",23,TRUE,2,"variance",2,-1.79619180433877,0.310909157198104,0.171656687829517
"15",24,TRUE,5,"variance",5,-1.61038303817306,0.300401539265094,0.1663109028227
"16",25,TRUE,3,"variance",3,-1.79071203615568,0.310604359504201,0.16584067767929
"17",26,TRUE,3,"variance",3,-2.04035439548851,0.324199349469542,0.180958056758842
"18",27,TRUE,3,"variance",3,-2.04728357455916,0.324568575646147,0.176027280254404
"19",28,TRUE,3,"variance",3,-1.8205546936107,0.31226067707593,0.175514070613889
"20",29,TRUE,4,"variance",4,-1.8347929736365,0.313047837509367,0.169491655872149
"21",30,TRUE,4,"variance",4,-1.75555443412916,0.308641649672859,0.169128806743042
"22",31,TRUE,4,"variance",4,-1.71449760723385,0.306333692491215,0.164761024628922
"23",32,TRUE,3,"variance",3,-1.73190453808345,0.307314317449471,0.158750001899977
"24",33,TRUE,4,"variance",4,-1.67301615274072,0.303984070303818,0.164149656045714
"25",34,TRUE,3,"variance",3,-1.55681741641128,0.297303411199389,0.160614977731153
"26",35,TRUE,2,"variance",2,-1.59635470858237,0.299593265394136,0.166479047897609
"27",36,TRUE,3,"variance",3,-1.40365365187901,0.288261059754586,0.15952004083578
"28",37,TRUE,3,"variance",3,-1.05417237640939,0.266482366604226,0.152120453050733
"29",38,TRUE,3,"variance",3,-1.00107114805333,0.263015473564673,0.15061530866996
"30",39,TRUE,3,"variance",3,-1.17036154783931,0.273915165223781,0.15688455140802
"31",40,TRUE,3,"variance",3,-1.05718240751684,0.26667753683326,0.155694356861467
"32",41,TRUE,3,"variance",3,-1.23811139743109,0.27815757001314,0.158672986692191
