"","n","n.trees","interaction.depth","shrinkage","n.minobsinnode","R2","RMSE","MAE"
"52",56,50,1,0.1,10,-0.193044265704174,0.203085217818567,0.171055964172148
"53",57,50,1,0.1,10,-0.193044265704174,0.203085217818567,0.171055964172148
"54",58,50,1,0.1,10,-0.193044265704174,0.203085217818567,0.171055964172148
"55",59,50,1,0.1,10,-0.193044265704174,0.203085217818567,0.171055964172148
"56",60,50,1,0.1,10,-0.193044265704174,0.203085217818567,0.171055964172148
"57",61,50,1,0.1,10,-0.11880334764664,0.196664925921008,0.162709364630789
"58",62,50,1,0.1,10,-0.11880334764664,0.196664925921008,0.162709364630789
"59",63,50,1,0.1,10,-0.11880334764664,0.196664925921008,0.162709364630789
"60",64,50,1,0.1,10,-0.11880334764664,0.196664925921008,0.162709364630789
"61",65,50,1,0.1,10,-0.11880334764664,0.196664925921008,0.162709364630789
"62",66,50,1,0.1,10,-0.11880334764664,0.196664925921008,0.162709364630789
"63",67,50,1,0.1,10,-0.11880334764664,0.196664925921008,0.162709364630789
"64",68,50,1,0.1,10,-0.11880334764664,0.196664925921008,0.162709364630789
"65",69,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"66",70,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"67",71,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"68",72,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"69",73,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"70",74,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"71",75,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"72",76,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"73",77,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"74",78,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"75",79,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"76",80,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"77",81,50,1,0.1,10,-0.140239570972924,0.198540032496089,0.170820337536896
"78",82,50,1,0.1,10,-0.25189417767638,0.208033772212215,0.178580238549274
"79",83,50,1,0.1,10,-0.25189417767638,0.208033772212215,0.178580238549274
"80",84,50,1,0.1,10,-0.157155343731391,0.200007309105274,0.169692874220074
"81",85,50,1,0.1,10,-0.157155343731391,0.200007309105274,0.169692874220074
"82",86,50,1,0.1,10,-0.184859570343305,0.202387401606202,0.178878971643087
"83",87,50,1,0.1,10,-0.184859570343305,0.202387401606202,0.178878971643087
"84",88,50,1,0.1,10,-0.184859570343305,0.202387401606202,0.178878971643087
"85",89,50,1,0.1,10,-0.184859570343305,0.202387401606202,0.178878971643087
"86",90,50,1,0.1,10,-0.184859570343305,0.202387401606202,0.178878971643087
"87",91,50,1,0.1,10,-0.184859570343305,0.202387401606202,0.178878971643087
"88",92,50,1,0.1,10,-0.184859570343305,0.202387401606202,0.178878971643087
"89",93,50,1,0.1,10,-0.184859570343305,0.202387401606202,0.178878971643087
"90",94,50,2,0.1,10,-0.216744959561797,0.205092515667705,0.177083601618965
"91",95,50,2,0.1,10,-0.216744959561797,0.205092515667705,0.177083601618965
"92",96,50,2,0.1,10,-0.216744959561797,0.205092515667705,0.177083601618965
"93",97,50,2,0.1,10,-0.164749877606215,0.200662570371502,0.172321309134693
"94",98,50,2,0.1,10,-0.164749877606215,0.200662570371502,0.172321309134693
"95",99,50,2,0.1,10,-0.149069794505222,0.199307315007107,0.172946395865859
"96",100,50,2,0.1,10,-0.149069794505222,0.199307315007107,0.172946395865859
"97",101,50,2,0.1,10,-0.149069794505222,0.199307315007107,0.172946395865859
"98",102,50,2,0.1,10,-0.149069794505222,0.199307315007107,0.172946395865859
"99",103,50,2,0.1,10,-0.210198555587804,0.204540046050883,0.17732676223288
"100",104,50,2,0.1,10,-0.210198555587804,0.204540046050883,0.17732676223288
"101",105,50,1,0.1,10,-0.205250742649892,0.204121493904677,0.176784161578884
"102",106,50,1,0.1,10,-0.205250742649892,0.204121493904677,0.176784161578884
"103",107,50,1,0.1,10,-0.205250742649892,0.204121493904677,0.176784161578884
"104",108,50,1,0.1,10,-0.205250742649892,0.204121493904677,0.176784161578884
"105",109,50,1,0.1,10,-0.205250742649892,0.204121493904677,0.176784161578884
"106",110,50,1,0.1,10,-0.205250742649892,0.204121493904677,0.176784161578884
"107",111,50,1,0.1,10,-0.205250742649892,0.204121493904677,0.176784161578884
"108",112,50,1,0.1,10,-0.205250742649892,0.204121493904677,0.176784161578884
"109",113,50,2,0.1,10,-0.0634907969008416,0.191741845132161,0.166299185504932
"110",114,50,2,0.1,10,-0.0899024223224287,0.194108182501466,0.164868487227392
"111",115,50,2,0.1,10,-0.0899024223224287,0.194108182501466,0.164868487227392
"112",116,50,2,0.1,10,-0.145864645477005,0.199029152733096,0.171104025286045
"113",117,50,2,0.1,10,-0.145864645477005,0.199029152733096,0.171104025286045
"114",118,50,2,0.1,10,-0.145864645477005,0.199029152733096,0.171104025286045
"115",119,50,1,0.1,10,0.0971922843938763,0.176663839655614,0.153957937006195
"116",120,50,1,0.1,10,0.0971922843938763,0.176663839655614,0.153957937006195
