"","n","mtry","minnodesize","R2","RMSE","MAE"
"38",42,10,10,0.207944961649859,0.16547321872446,0.114912570784576
"39",43,9,8,0.172145433501621,0.169171444890968,0.11465913041682
"40",44,10,10,0.194909377769171,0.166829334844651,0.115220586897757
"41",45,9,9,0.224303981166503,0.163755469872467,0.114793292200563
"42",46,10,10,0.28373434793285,0.157357373118185,0.110581298495729
"43",47,9,8,0.14114663388803,0.172309628196541,0.120728232156088
"44",48,10,10,0.186990306042205,0.16764781450595,0.119525600015048
"45",49,9,8,0.0679209501378716,0.179504941080863,0.124065560473131
"46",50,10,10,0.208433131773769,0.165422217513477,0.117990951205664
"47",51,9,8,0.136995172198603,0.172725574908626,0.12094312244315
"48",52,10,10,0.177545270233231,0.168618816015707,0.117029574508447
"49",53,7,8,0.168927525738049,0.169499914496635,0.115545198471231
"50",54,10,9,0.179928977283643,0.168374286133823,0.117156392364328
"51",55,9,8,0.103782351353361,0.176017877687612,0.119780699093913
"52",56,9,8,0.207469140970043,0.165522914613143,0.116785300850624
"53",57,10,10,0.224949745302112,0.163687292761437,0.116704973340674
"54",58,6,9,0.351347251770021,0.149746322428498,0.107274214099462
"55",59,10,10,0.274557867701151,0.158362161830212,0.113169319291284
"56",60,9,10,0.295387283008642,0.156072099588603,0.112105773376553
"57",61,7,10,0.390929628184168,0.14510546563578,0.108508530721486
"58",62,10,7,0.173745708739589,0.169007858289951,0.117852192275598
"59",63,9,8,0.255989014275053,0.160376122227917,0.112426276447512
"60",64,10,10,0.240900372519804,0.161994184321106,0.11650248394483
"61",65,8,10,0.237815797875956,0.162322979483707,0.116913034825717
"62",66,10,10,0.187966976376248,0.167547086401433,0.120544814648454
"63",67,7,10,0.300758301581696,0.155476119913502,0.112997912362288
"64",68,5,8,0.271984734051484,0.15864276747122,0.115018144997072
"65",69,10,10,0.287715441902578,0.156919457804901,0.113688569498794
"66",70,9,7,0.175925763785949,0.168784749137003,0.117083575343651
"67",71,7,7,0.20041400672473,0.166258027294385,0.114104849547593
"68",72,7,7,0.250804134066434,0.160933968366017,0.112521924325456
"69",73,8,9,0.302845383382114,0.155243915600753,0.113383579493523
"70",74,10,10,0.245040103068529,0.161551864866218,0.117585855993769
"71",75,5,10,0.362460854590441,0.148457951022658,0.112451855660465
"72",76,10,10,0.303527128850457,0.155167990748169,0.114310956844225
"73",77,10,10,0.317382505618056,0.153616809685942,0.110931324637024
"74",78,10,10,0.351327981232436,0.149748546785606,0.113202409828068
"75",79,10,10,0.328322693571406,0.152380843023455,0.113842927455769
"76",80,7,8,0.238865796295291,0.162211131447647,0.116821656200935
"77",81,10,10,0.323680641208791,0.152906498636591,0.111961041419264
"78",82,7,10,0.40149056593514,0.143841940893899,0.107117114021593
"79",83,8,10,0.375163937986399,0.146971483397845,0.109497644167993
"80",84,10,9,0.313889234393808,0.154009372428737,0.114077403763785
"81",85,8,10,0.317835141565431,0.15356587045487,0.114764541404309
"82",86,8,10,0.405042962012511,0.143414425470043,0.110737107903632
"83",87,8,10,0.399594773129384,0.144069572156619,0.112745327531599
"84",88,7,8,0.394716363476587,0.144653684746151,0.105397366365952
"85",89,8,10,0.333003992117878,0.151848900467034,0.115213791057058
"86",90,7,8,0.303028593893357,0.155223515401605,0.115065386225081
"87",91,4,10,0.539707557580577,0.126144104018393,0.101881979332764
"88",92,8,9,0.319352539526356,0.153394980484477,0.114038108866463
"89",93,10,9,0.282352258431537,0.157509116512395,0.118083147428978
"90",94,7,8,0.368469627120569,0.147756690630021,0.109561255066405
"91",95,10,6,0.174194691366947,0.168961933019555,0.122710826789969
"92",96,10,9,0.341930783094971,0.150829337064745,0.11030001037059
"93",97,9,6,0.15274562929953,0.171142134092462,0.120423480969839
"94",98,10,6,0.185590739984201,0.167792052207499,0.118123589885095
"95",99,7,7,0.301170908991227,0.155430241595969,0.112869474171866
"96",100,10,9,0.263646918954142,0.159548633325766,0.117671287941
"97",101,10,9,0.240131842589924,0.162076166895955,0.121545487090328
"98",102,10,10,0.304016777990773,0.155113436410869,0.114035242393452
"99",103,6,8,0.32763439096187,0.152458899312239,0.111289238919792
"100",104,10,9,0.250470555299684,0.160969792229149,0.113906450217148
"101",105,10,6,0.113499616410465,0.175061037583169,0.121930407707678
"102",106,10,9,0.338494029590454,0.151222675801369,0.111279695979784
"103",107,8,10,0.447435947274086,0.13821059875212,0.105187775673066
"104",108,6,8,0.355000418981053,0.149324046590028,0.112558312259608
"105",109,10,10,0.358123019372342,0.14896215097547,0.112418224020303
"106",110,9,9,0.392775590436607,0.144885406929305,0.10814276130723
"107",111,4,5,0.282861289112839,0.157453245650718,0.116464830829859
"108",112,9,6,0.117103366672917,0.174704851207628,0.123543404115486
"109",113,9,9,0.345264622574034,0.150446794268801,0.112787838610379
"110",114,8,10,0.454692800171693,0.13730003570559,0.106527228853934
"111",115,10,10,0.398522127887575,0.144198207430705,0.108964776340151
"112",116,8,9,0.353781373260017,0.149465090798668,0.113152941649324
"113",117,8,7,0.229135411980843,0.163244696958054,0.123353963014117
"114",118,6,6,0.218904871299434,0.164324378706766,0.120981071832891
"115",119,6,6,0.205642685132393,0.16571353577939,0.12083566633634
"116",120,5,8,0.459926508285494,0.136639563188068,0.108846236912282
