"","n","C","sigma","R2","RMSE","MAE"
"76",80,2,0.01,0.359054861641988,0.234794730906925,0.159362004089409
"77",81,2,0.01,0.36428300104261,0.23383516899756,0.159268799188729
"78",82,2,0.01,0.348940453768041,0.236640063556299,0.160286880545633
"79",83,2,0.01,0.348803420463685,0.236664965935737,0.161495116735332
"80",84,2,0.01,0.347958432019546,0.236818463617368,0.161350565173911
"81",85,2,0.01,0.352705987212553,0.235954743567094,0.162801475805122
"82",86,2,0.01,0.343195521765797,0.237681823280806,0.164455860905453
"83",87,2,0.01,0.343346735266485,0.237654461432189,0.164090182107814
"84",88,2,0.01,0.344245546063615,0.237491757953613,0.164108480554124
"85",89,2,0.01,0.342920732220971,0.237731537961791,0.163669343769683
"86",90,2,0.01,0.34753577323395,0.236895205035449,0.162486079082864
"87",91,2,0.01,0.343678493009814,0.237594419342228,0.160316142172733
"88",92,2,0.01,0.338921692834502,0.238453867602073,0.160637505113229
"89",93,2,0.01,0.341169636991789,0.23804810066666,0.160780880518797
"90",94,2,0.01,0.342294840888579,0.237844734877512,0.160336871111885
"91",95,2,0.01,0.343295450869442,0.237663741617375,0.159526297343158
"92",96,2,0.01,0.346150379509669,0.237146574448851,0.15851248246683
"93",97,2,0.01,0.34579303537762,0.237211368675859,0.158455244527143
"94",98,2,0.01,0.346413659534585,0.23709882475192,0.158440101362507
"95",99,2,0.01,0.34675948065382,0.237036090400898,0.158431186893123
"96",100,2,0.01,0.327936967842369,0.240426824949283,0.161017170368189
"97",101,2,0.01,0.327639582555389,0.240480013035156,0.161017578971083
"98",102,2,0.01,0.32291750725764,0.241322996846794,0.161262584572381
"99",103,2,0.01,0.315928759804827,0.242565250002686,0.161797801834167
"100",104,2,0.01,0.315882637123145,0.242573427200163,0.162140577110169
"101",105,2,0.01,0.31990403415579,0.241859425574606,0.160395102585549
"102",106,2,0.01,0.317503996778093,0.242285806905849,0.160381548796078
"103",107,2,0.01,0.31771971643701,0.242247513683613,0.160101870182482
"104",108,2,0.01,0.312890948312207,0.243103243127721,0.160651296636984
"105",109,2,0.01,0.314675910030693,0.242787272786173,0.160917748976719
"106",110,2,0.01,0.318021045648503,0.242194013446595,0.158672627227712
"107",111,2,0.01,0.31479018615741,0.242767029848381,0.158856706358041
"108",112,2,0.01,0.315231288386635,0.242688876912319,0.158798891699348
"109",113,2,0.01,0.314903093423133,0.242747027733531,0.158931716412484
"110",114,2,0.01,0.312638846073708,0.243147836668643,0.158941965326116
"111",115,2,0.01,0.312914801810094,0.243099023336837,0.158770400916636
"112",116,2,0.01,0.313326310413298,0.243026214081989,0.158521000029296
"113",117,2,0.01,0.311929654097354,0.243273239477617,0.158647979881015
"114",118,2,0.01,0.306227284900894,0.244279220563493,0.158916711065392
"115",119,2,0.01,0.308228553666129,0.243926640084031,0.158131701237635
"116",120,2,0.01,0.307851935398795,0.243993031034909,0.158098236385787
