"","n","mtry","minnodesize","R2","RMSE","MAE"
"37",41,10,3,0.613299895131678,0.182374898262516,0.127887473611111
"38",42,10,5,0.580970316756369,0.189845502061576,0.130204773333333
"39",43,10,3,0.635003897124767,0.177182992125285,0.124499555555555
"40",44,10,3,0.635248176178409,0.177123691029305,0.124350393888889
"41",45,10,3,0.626893120857374,0.179140815084432,0.125374549444444
"42",46,9,6,0.567612973140533,0.192847603039615,0.13220857
"43",47,9,6,0.580800299464075,0.189884012155426,0.127238365555555
"44",48,10,3,0.643735525828075,0.175050830911786,0.125111044444444
"45",49,9,3,0.62432352509443,0.179756630102658,0.127985183333333
"46",50,10,3,0.607339284114242,0.183775090261781,0.13020015
"47",51,10,4,0.602683552770659,0.184861379429176,0.130112521388889
"48",52,10,3,0.639357338999094,0.176123159250395,0.124872397222222
"49",53,8,2,0.65427016664555,0.172443308295572,0.123073583333333
"50",54,10,4,0.620022077601378,0.180782796284198,0.125817193055556
"51",55,9,5,0.593547016676286,0.18697479920315,0.1296376525
"52",56,10,3,0.618717800988516,0.181092799533737,0.130619038888889
"53",57,10,3,0.635791356557071,0.176991757544031,0.126997561111111
"54",58,10,4,0.62499242383356,0.179596528844152,0.127941863888889
"55",59,10,4,0.636605054336456,0.176793933670127,0.126228322222222
"56",60,10,3,0.650698179683919,0.173331837949723,0.121722063888889
"57",61,10,3,0.619429691662577,0.180923661678074,0.129502111111111
"58",62,10,3,0.626653675927276,0.179198288535852,0.128027655555556
"59",63,9,5,0.587199538042613,0.18842911354915,0.128759370833333
"60",64,7,7,0.534484441371313,0.200099045990064,0.133614096944444
"61",65,5,2,0.598021950713541,0.185942680297636,0.126310891825397
"62",66,9,5,0.588199647104202,0.188200717555181,0.128055934444444
"63",67,9,6,0.572791983216236,0.191689186645571,0.128509395
"64",68,7,2,0.626645836891373,0.179200169811163,0.128177325
"65",69,10,6,0.537021232405927,0.199553089048546,0.134918769444445
"66",70,10,6,0.545430672239372,0.197732465613133,0.131979995833333
"67",71,7,7,0.52528479399477,0.202066579191621,0.133725718928571
"68",72,8,6,0.551901522610167,0.196320048110701,0.133642750277778
"69",73,9,4,0.589880352777938,0.187816267401525,0.131576973611111
"70",74,10,5,0.57930976695167,0.190221294304463,0.132520682777778
"71",75,10,7,0.550500281475997,0.196626763060289,0.134074243015873
"72",76,7,2,0.621223034777112,0.180496879384178,0.129040454761905
"73",77,10,7,0.551475708524133,0.196413304387914,0.132159816111111
"74",78,10,5,0.560649992317084,0.194394170377953,0.136289700555556
"75",79,10,3,0.590780284657539,0.187610090165966,0.133481116666667
"76",80,10,5,0.555817801359909,0.195460269141167,0.138333306388889
"77",81,9,3,0.623203051543348,0.180024497012011,0.13104565
"78",82,10,3,0.604765640242454,0.18437637164463,0.133313775
"79",83,7,9,0.480997943171447,0.211281979537034,0.139804252189153
"80",84,10,2,0.623326830084773,0.179994925381893,0.1293143
"81",85,9,3,0.627099796947358,0.179091192236494,0.129917463888889
"82",86,8,4,0.578527244003304,0.190398126758357,0.133150494166667
"83",87,10,7,0.52949136769998,0.201169305023513,0.135540854206349
"84",88,10,2,0.639612232795951,0.176060908384492,0.131046975
"85",89,9,3,0.605346816266706,0.184240762802948,0.128066761111111
"86",90,9,5,0.532471519303999,0.200531200512451,0.139641418888889
"87",91,10,5,0.565527598870928,0.193312089336666,0.132117829325397
"88",92,8,4,0.568092470923326,0.192740643715189,0.133623097222222
"89",93,9,2,0.594786647988843,0.186689456469527,0.131594225
"90",94,10,5,0.539624402895924,0.198991289015361,0.135875833055556
"91",95,8,3,0.560377968855478,0.19445434061993,0.135482158888889
"92",96,6,4,0.540680524537979,0.19876291062698,0.133620750277778
"93",97,5,3,0.544260198198835,0.197986873368706,0.133902604444444
"94",98,9,2,0.598369621998398,0.185862251882411,0.128333791666666
"95",99,9,2,0.586672174035802,0.188549436834269,0.13265595
"96",100,10,4,0.5230598084807,0.202539567653744,0.134454141865079
"97",101,10,5,0.505443569142622,0.206246147215158,0.137427888333333
"98",102,9,4,0.491311955401938,0.209172064616258,0.138820763888889
"99",103,9,6,0.460984923887178,0.215317026650081,0.138003190277778
"100",104,10,6,0.466666483745177,0.214179231607188,0.139420296388889
"101",105,7,5,0.482988677896787,0.210876383380894,0.135762681111111
"102",106,9,3,0.515041019442435,0.204235118059932,0.135126688888889
"103",107,9,6,0.46993277238201,0.213522376604084,0.137345803611111
"104",108,10,5,0.468127975387044,0.213885573057445,0.1378182675
"105",109,4,2,0.47883753232836,0.211721266670857,0.137319337380952
"106",110,9,3,0.497457585027065,0.207904686403492,0.135599563888888
"107",111,6,2,0.52107625811326,0.202960302370253,0.131074658333333
"108",112,9,6,0.470693254326842,0.213369152459323,0.135755136666667
"109",113,10,6,0.460221760200521,0.21546940087899,0.138133051388889
"110",114,9,4,0.471621983244708,0.213181880046376,0.133639269444444
"111",115,8,3,0.513524920194794,0.204554113166543,0.132415769444444
"112",116,10,5,0.469395351134219,0.213630591548293,0.139377440277778
"113",117,8,3,0.533047372447649,0.200407665683127,0.128880640555555
"114",118,10,6,0.426901821104533,0.222020170544104,0.136827399444444
"115",119,10,6,0.461289881236284,0.215256108317148,0.137007275833333
"116",120,10,4,0.478822320764207,0.211724356482893,0.136332418055556
