"","n","n.trees","interaction.depth","shrinkage","n.minobsinnode","R2","RMSE","MAE"
"1",2,100,2,0.1,10,0.283905764971673,0.248177843444864,0.180463953367755
"2",3,100,2,0.1,10,0.25283138190165,0.253505408331411,0.186004780884867
"3",4,100,2,0.1,10,0.332988036534579,0.23952162500874,0.16983955521211
"1",5,100,2,0.1,10,0.345598996805742,0.237246544656247,0.170166953289997
"2",6,100,2,0.1,10,0.349254400075055,0.236583001776987,0.173031625695861
"3",7,100,2,0.1,10,0.288676583400719,0.247349747070824,0.182283456965916
"4",8,100,2,0.1,10,0.437810060708765,0.219897074924096,0.161095586957159
"5",9,100,2,0.1,10,0.419149281574271,0.223516806143629,0.160740118553366
"6",10,50,1,0.1,10,0.459549775224239,0.21560348109345,0.142141567482665
"7",11,50,1,0.1,10,0.448648592464588,0.217767046770268,0.140306560120552
"8",12,50,1,0.1,10,0.47414960784796,0.21267136511542,0.146496018973728
"9",13,50,1,0.1,10,0.386950319991653,0.229628480892252,0.152537791775941
"10",14,50,1,0.1,10,0.371835853585232,0.232441939223759,0.153828465348335
"11",15,50,1,0.1,10,0.375017652757789,0.231852505319624,0.151695277460779
"12",16,50,1,0.1,10,0.408862516974536,0.225487341737887,0.147728050022248
"13",17,50,1,0.1,10,0.408862516974536,0.225487341737887,0.147728050022248
"14",18,50,1,0.1,10,0.409313175695637,0.225401374247529,0.147156864009718
"15",19,50,1,0.1,10,0.426321135103013,0.222132621925587,0.146835014180947
"16",20,50,1,0.1,10,0.373566019254624,0.232121608646767,0.145205386483024
"17",21,50,1,0.1,10,0.394139018672662,0.228278184365581,0.142045579390927
"18",22,50,1,0.1,10,0.394139018672662,0.228278184365581,0.142045579390927
"19",23,50,1,0.1,10,0.394139018672662,0.228278184365581,0.142045579390927
"20",24,50,1,0.1,10,0.390480497151533,0.228966381558205,0.138570049547011
"21",25,50,1,0.1,10,0.38591980842115,0.229821397921909,0.139431960416543
"22",26,50,1,0.1,10,0.38591980842115,0.229821397921909,0.139431960416543
"23",27,50,1,0.1,10,0.407502238482256,0.225746629416016,0.137703644417701
"24",28,50,1,0.1,10,0.407502238482256,0.225746629416016,0.137703644417701
"25",29,50,1,0.1,10,0.407502238482256,0.225746629416016,0.137703644417701
"26",30,50,1,0.1,10,0.434502322953308,0.220543026633345,0.130635674062118
"27",31,50,1,0.1,10,0.45936011224104,0.215641309195426,0.1254157818182
