"","n","lm_intercept","mtry","splitrule","min.node.size","R2","RMSE","MAE"
"90",99,TRUE,10,"variance",10,0.664791429468271,0.169799135476344,0.137778173054181
"91",100,TRUE,8,"variance",8,0.717137674266749,0.155978762939157,0.123471827863765
"92",101,TRUE,8,"variance",8,0.694713880203702,0.162043437397593,0.127912404855237
"93",102,TRUE,9,"variance",9,0.666311553578676,0.169413690297393,0.130081934084972
"94",103,TRUE,8,"variance",8,0.675937456859512,0.166952272785752,0.131198201750559
"95",104,TRUE,5,"variance",5,0.707745626408667,0.158547145467743,0.127470251243418
"96",105,TRUE,8,"variance",8,0.699172961094325,0.160855661925856,0.126344334506445
"97",106,TRUE,9,"variance",9,0.697151427590036,0.161395225542385,0.127282555617519
"98",107,TRUE,9,"variance",9,0.675730946346844,0.167005459908421,0.131556266104748
"99",108,TRUE,9,"variance",9,0.693408195388051,0.162389591217241,0.126150027768052
"100",109,TRUE,9,"variance",9,0.682628212862482,0.165219794025023,0.128512456534461
"101",110,TRUE,9,"variance",9,0.674093656781986,0.167426548516413,0.132216490232975
"102",111,TRUE,9,"variance",9,0.680684796795183,0.165724881066869,0.125626881112328
"103",112,TRUE,9,"variance",9,0.690198647517177,0.163237363756623,0.127074653515899
"104",113,TRUE,7,"variance",7,0.685099873804225,0.164575178591688,0.127068605095296
"105",114,TRUE,9,"variance",9,0.693061814422634,0.162481297493082,0.12754764954189
"106",115,TRUE,9,"variance",9,0.673999693154139,0.167450682554373,0.128875935514145
"107",116,TRUE,8,"variance",8,0.696406132736526,0.161593696210225,0.12624502590835
"108",117,TRUE,8,"variance",8,0.693808173537332,0.162283630318877,0.126014273481824
"109",118,TRUE,10,"variance",10,0.684896840517047,0.164628225339622,0.12518451174575
"110",119,TRUE,10,"variance",10,0.689037177363615,0.163543072486969,0.12714081658043
"111",120,TRUE,8,"variance",8,0.729362076321993,0.15257108832274,0.120359036717325
