"","n","k","distance","kernel","R2","RMSE","MAE"
"79",83,7,2,"optimal",0.525561034362971,0.202007778601013,0.142035490093201
"80",84,7,2,"optimal",0.541916859823902,0.198495228548409,0.136484343462509
"81",85,7,2,"optimal",0.5445671621917,0.197920185010425,0.134787601966249
"82",86,5,2,"optimal",0.638721518274946,0.17627834532961,0.125740326586921
"83",87,7,2,"optimal",0.544886668330551,0.197850747978674,0.135163804440997
"84",88,7,2,"optimal",0.546084204822586,0.197590274883368,0.134918332659998
"85",89,7,2,"optimal",0.531257147693225,0.200791464304956,0.140415707831173
"86",90,5,2,"optimal",0.617442823079386,0.181395326930228,0.13264734516058
"87",91,7,2,"optimal",0.5442545322233,0.197988104098707,0.132914164552913
"88",92,7,2,"optimal",0.514515177636176,0.204345814295302,0.135526951648358
"89",93,5,2,"optimal",0.5865545731979,0.188576258153053,0.129595774636089
"90",94,5,2,"optimal",0.589356147785334,0.187936260171159,0.128608773898974
"91",95,5,2,"optimal",0.588357076999372,0.188164739864438,0.129732644882262
"92",96,7,2,"optimal",0.473572871408512,0.212787958841514,0.141893288258669
"93",97,7,2,"optimal",0.482592742767211,0.210957114097616,0.137391603249214
"94",98,7,2,"optimal",0.479662560113248,0.21155361730662,0.137525283366783
"95",99,7,2,"optimal",0.481274989318846,0.211225580269134,0.137791671338938
"96",100,7,2,"optimal",0.531577959259453,0.20072274085738,0.132338126255015
"97",101,7,2,"optimal",0.520665941727227,0.203047226551605,0.133523365079577
"98",102,7,2,"optimal",0.520716388189317,0.203036541640367,0.133517888792059
"99",103,23,2,"optimal",0.522490849773081,0.202660339928469,0.133091111413954
"100",104,5,2,"optimal",0.573034629921558,0.191634740855415,0.126809551181063
"101",105,5,2,"optimal",0.573074924804289,0.191625697871899,0.126807300126771
"102",106,7,2,"optimal",0.520182364205573,0.203149623117009,0.133527584443791
"103",107,7,2,"optimal",0.522044926584568,0.202754945295175,0.133420380094001
"104",108,7,2,"optimal",0.518616750245047,0.203480785247594,0.135569312115853
"105",109,7,2,"optimal",0.517797401645471,0.203653881022921,0.136267930771056
"106",110,23,2,"optimal",0.522927112620771,0.2025677413047,0.135553547282643
"107",111,7,2,"optimal",0.522969066214252,0.202558834246951,0.135549540843311
"108",112,7,2,"optimal",0.528317749504081,0.201420043157581,0.133955027062508
"109",113,5,2,"optimal",0.582813394922994,0.189427529640658,0.127353588127802
"110",114,5,2,"optimal",0.565269577437185,0.193369482233339,0.12820563309968
"111",115,5,2,"optimal",0.565672824552563,0.193279778623444,0.128108161045671
"112",116,5,2,"optimal",0.564529269096393,0.193534057957336,0.12881064632385
"113",117,5,2,"optimal",0.562893281032556,0.193897254117873,0.12923937731305
"114",118,7,2,"optimal",0.484270055597146,0.210614899814505,0.137194750628392
"115",119,7,2,"optimal",0.475810457332213,0.212335248158085,0.139801102330324
"116",120,7,2,"optimal",0.48029967908179,0.211424060891705,0.138298752146683
