"","n","k","R2","RMSE","MAE"
"35",39,5,0.52254722193553,0.202648377080433,0.139496666666667
"36",40,5,0.510299983317046,0.205231007485061,0.142931666666667
"37",41,5,0.510299983317046,0.205231007485061,0.142931666666667
"38",42,5,0.522673532764114,0.202621569845529,0.137375
"39",43,5,0.533475529799643,0.200315765896413,0.13473
"40",44,5,0.546602883126935,0.19747735186598,0.136498333333333
"41",45,5,0.546602883126935,0.19747735186598,0.136498333333333
"42",46,5,0.551903778011995,0.196319554043911,0.135138333333333
"43",47,5,0.39412357758026,0.228281093318449,0.147935
"44",48,5,0.392013258764774,0.228678308911595,0.148688333333333
"45",49,5,0.386184607261235,0.229771841689388,0.150291666666667
"46",50,5,0.392523827344414,0.228582270236925,0.146513333333333
"47",51,5,0.528380935173309,0.201406551780224,0.136455
"48",52,5,0.520162286307317,0.203153873455566,0.137371666666667
"49",53,7,0.44200409386172,0.219075304513355,0.137580952380952
"50",54,7,0.45181352438123,0.217141121272824,0.136294047619048
"51",55,7,0.447372400666325,0.218018929582875,0.134875
"52",56,7,0.446141913050203,0.218261516476978,0.135786904761905
"53",57,7,0.452988659993456,0.216908256022246,0.135204761904762
"54",58,7,0.450844432179848,0.217332969173561,0.136202380952381
"55",59,7,0.460107887146782,0.215492127679497,0.13630119047619
"56",60,7,0.461244160033257,0.215265242691161,0.135984523809524
"57",61,5,0.52140393657591,0.202890858016488,0.135966666666667
"58",62,5,0.525987151101932,0.201917041711029,0.13545
"59",63,5,0.3784970789103,0.231206215386467,0.144898333333333
"60",64,5,0.379616880551369,0.230997831952308,0.144195
"61",65,5,0.417936648347105,0.223750000819367,0.141716666666667
"62",66,5,0.249052326849223,0.254145693910665,0.154946666666667
"63",67,5,0.240738766493891,0.255548614553083,0.155123333333333
"64",68,5,0.239510333858557,0.25575526107329,0.155811666666667
"65",69,5,0.239510333858557,0.25575526107329,0.155811666666667
"66",70,5,0.227806345160093,0.257715792298415,0.1575
"67",71,5,0.226003796140817,0.258016412850036,0.158105
"68",72,5,0.239507101727513,0.255755804561043,0.156348333333333
"69",73,5,0.23965460471699,0.255731000532461,0.156095
"70",74,5,0.394496163617811,0.228210891355635,0.148676666666667
"71",75,5,0.385456789094527,0.229908024798324,0.149153333333333
"72",76,5,0.384781563203046,0.230034295196753,0.149238333333333
"73",77,5,0.383800790477426,0.230217580924365,0.149248333333333
"74",78,5,0.379599018958124,0.231001157284258,0.150426666666667
"75",79,5,0.379979334594436,0.2309303427443,0.149213333333333
"76",80,5,0.379364063571177,0.231044894987965,0.149288333333333
"77",81,5,0.384786105238518,0.230033446046439,0.148598333333333
"78",82,5,0.384786105238518,0.230033446046439,0.148598333333333
"79",83,5,0.384798148220794,0.230031194551232,0.148506666666667
"80",84,5,0.384628536524869,0.230062902268054,0.149263333333333
"81",85,5,0.385341789949505,0.229929535075423,0.147738333333333
"82",86,5,0.385341789949505,0.229929535075423,0.147738333333333
"83",87,5,0.385483692128689,0.229902992368521,0.147738333333333
"84",88,5,0.385845700106668,0.229835265135705,0.147878333333333
"85",89,5,0.385845700106668,0.229835265135705,0.147878333333333
"86",90,5,0.381059109354141,0.230729170890895,0.148488333333333
"87",91,5,0.38732499145383,0.229558300292831,0.146831666666667
"88",92,5,0.38162819655768,0.230623074156367,0.14832
"89",93,5,0.383673627048328,0.230241334400812,0.150023333333333
"90",94,5,0.383673627048328,0.230241334400812,0.150023333333333
"91",95,5,0.383673627048328,0.230241334400812,0.150023333333333
"92",96,5,0.372607363770325,0.232299152961578,0.15188
"93",97,5,0.386041761020754,0.229798576221293,0.148091666666667
"94",98,5,0.37173794299725,0.232460053629292,0.152153333333333
"95",99,5,0.371063362756887,0.232584819152068,0.153861666666667
"96",100,5,0.371063362756887,0.232584819152068,0.153861666666667
"97",101,5,0.371063362756887,0.232584819152068,0.153861666666667
"98",102,5,0.37064757235087,0.232661687434782,0.154216666666667
"99",103,5,0.3696795684806,0.232840546583565,0.15564
"100",104,5,0.273181107922015,0.250029366993678,0.161649444444444
"101",105,5,0.273181107922015,0.250029366993678,0.161649444444444
"102",106,5,0.371405687289337,0.232521513628309,0.154281666666667
"103",107,5,0.371260314638511,0.232548399263465,0.1543
"104",108,5,0.368066273522935,0.233138331969098,0.153095
"105",109,5,0.382714621601403,0.230420392833042,0.150715
"106",110,5,0.382714621601403,0.230420392833042,0.150715
"107",111,5,0.382714621601403,0.230420392833042,0.150715
"108",112,5,0.382714621601403,0.230420392833042,0.150715
"109",113,5,0.382714621601403,0.230420392833042,0.150715
"110",114,5,0.269874739315273,0.250597425432372,0.157355
"111",115,5,0.2489312467248,0.254166181857461,0.159933333333333
"112",116,5,0.2489312467248,0.254166181857461,0.159933333333333
"113",117,5,0.255172699882004,0.253107906040092,0.158298333333333
"114",118,5,0.255328167322929,0.253081489116319,0.15828
"115",119,5,0.24936250601698,0.254093201010968,0.159846666666667
"116",120,5,0.24936250601698,0.254093201010968,0.159846666666667
