"","n","k","R2","RMSE","MAE"
"40",44,9,0.694413351251823,0.0681647440037948,0.0607814814814815
"41",45,5,0.77609601341536,0.0583476720472491,0.051265
"42",46,9,0.678199299710289,0.0699497412903319,0.0635990740740741
"43",47,5,0.814892946997923,0.0530522861587196,0.0449266666666667
"44",48,7,0.78570301077733,0.0570821936923827,0.0511238095238095
"45",49,7,0.76461502346645,0.0598249012495951,0.0544452380952381
"46",50,7,0.646679085035064,0.0732954968872275,0.0624690476190476
"47",51,5,0.734043600168207,0.0635913204245149,0.0517083333333333
"48",52,5,0.734043600168207,0.0635913204245149,0.0517083333333333
"49",53,5,0.709932476660129,0.0664113293547619,0.0573966666666667
"50",54,5,0.710589203212368,0.0663361075634278,0.0573383333333333
"51",55,5,0.710589203212368,0.0663361075634278,0.0573383333333333
"52",56,7,0.600804432238998,0.0779086135021227,0.0684678571428571
"53",57,9,0.609315832213842,0.077073578962405,0.0678231481481481
"54",58,7,0.670863710299389,0.070742516490833,0.064202380952381
"55",59,7,0.709860924187429,0.0664195198646273,0.061052380952381
"56",60,5,0.707152420606625,0.0667288191391373,0.0554877777777778
"57",61,5,0.691847051679621,0.0684503674475434,0.0564861111111112
"58",62,5,0.701207928044197,0.0674026784828813,0.05618
"59",63,5,0.626800385471839,0.0753291754014782,0.06145
"60",64,5,0.718740427893033,0.0653952607864923,0.0558366666666667
"61",65,5,0.718740427893034,0.0653952607864922,0.0558366666666667
"62",66,5,0.709014501998875,0.066516332079673,0.0567516666666667
"63",67,5,0.70620555868281,0.0668366089804083,0.056995
"64",68,5,0.712032559115413,0.0661704843566979,0.05415
"65",69,5,0.66824322783627,0.0710235733166578,0.058635
"66",70,5,0.657823911911631,0.0721302518596278,0.0586083333333334
"67",71,7,0.610905312748923,0.0769166340165466,0.065077380952381
"68",72,7,0.617498304975418,0.0762621951884811,0.0652880952380953
"69",73,5,0.707110772156139,0.0667335640189153,0.0547716666666667
"70",74,5,0.750251301929314,0.0616231985537914,0.05135
"71",75,7,0.542362113913973,0.0834168153613767,0.0696202380952381
"72",76,7,0.659867825481225,0.0719145020996801,0.061452380952381
"73",77,7,0.528568828917116,0.0846645818011559,0.0706511904761905
"74",78,7,0.468669429082473,0.0898824749476842,0.0736607142857143
"75",79,7,0.549824344596966,0.0827339239784428,0.068197619047619
"76",80,5,0.603081368699884,0.0776861077241828,0.0631466666666667
"77",81,5,0.585277018937394,0.0794093554521968,0.06467
"78",82,5,0.673985646212096,0.0704062123205995,0.0595166666666667
"79",83,5,0.673156646911278,0.0704956710254845,0.0599016666666667
"80",84,5,0.792289623282295,0.0561981108816539,0.04743
"81",85,5,0.792289623282295,0.0561981108816539,0.04743
"82",86,5,0.728054154921309,0.0643033848253729,0.0522383333333334
"83",87,5,0.728054154921309,0.0643033848253729,0.0522383333333334
"84",88,5,0.736456098251172,0.0633022440360529,0.0511783333333333
"85",89,5,0.736066175013274,0.0633490557677592,0.05156
"86",90,5,0.73812155056161,0.0631019093741756,0.0525316666666667
"87",91,5,0.73812155056161,0.0631019093741755,0.0525316666666667
"88",92,5,0.73812155056161,0.0631019093741755,0.0525316666666667
"89",93,5,0.73812155056161,0.0631019093741755,0.0525316666666667
"90",94,5,0.740891995471708,0.0627672403939082,0.0518533333333333
"91",95,5,0.734183762777716,0.0635745614744346,0.0528333333333334
"92",96,5,0.71872936790453,0.0653965465449056,0.054835
"93",97,7,0.644247550779335,0.0735472721553736,0.0586321428571428
"94",98,7,0.652343543567249,0.0727055844265261,0.0577928571428571
"95",99,5,0.728515945065673,0.0642487649686747,0.05399
"96",100,7,0.645627735158068,0.0734044657717641,0.0594607142857143
"97",101,5,0.739606447737629,0.0629227555552573,0.0530583333333334
"98",102,7,0.667735626732305,0.0710778870001646,0.0580380952380953
"99",103,7,0.668228064773453,0.0710251963771179,0.0575226190476191
"100",104,7,0.660870941003716,0.0718083789143922,0.0585178571428572
"101",105,7,0.660870941003716,0.0718083789143922,0.0585178571428572
"102",106,7,0.670844283008242,0.0707446042508702,0.0570416666666667
"103",107,7,0.599945647318285,0.0779923704405679,0.0614869047619048
"104",108,5,0.597148144147768,0.0782645882035207,0.0622983333333334
"105",109,5,0.633690326432848,0.0746305795234099,0.0624133333333334
"106",110,5,0.590079101525556,0.0789482758941997,0.0647166666666667
"107",111,5,0.584159247611672,0.0795162964429305,0.0658933333333334
"108",112,5,0.584159247611672,0.0795162964429305,0.0658933333333334
"109",113,5,0.68906617620532,0.0687585332886035,0.0588916666666667
"110",114,5,0.690197462858916,0.0686333354379148,0.05875
"111",115,5,0.690197462858916,0.0686333354379148,0.05875
"112",116,5,0.680789952828025,0.06966760748966,0.05973
"113",117,5,0.660920916957997,0.0718030876773416,0.0576066666666667
"114",118,5,0.682471053542416,0.0694839151650701,0.0568066666666667
"115",119,5,0.705515240018809,0.0669150847467644,0.0559883333333334
"116",120,5,0.675611372446881,0.0702304466263267,0.0575983333333333
