"","n","lm_intercept","mtry","splitrule","min.node.size","R2","RMSE","MAE"
"29",38,TRUE,5,"variance",5,0.345561002933121,0.0997532847501866,0.0823723859215272
"30",39,TRUE,7,"variance",7,0.312871800534325,0.102214264100886,0.0836950807406495
"31",40,TRUE,7,"variance",7,0.330291536006063,0.100910303884346,0.0813763038117805
"32",41,TRUE,7,"variance",7,0.378270835294002,0.0972284226628189,0.0798764886939528
"33",42,TRUE,6,"variance",6,0.411227242397859,0.0946164117360372,0.0808147187377417
"34",43,TRUE,5,"variance",5,0.406771359462604,0.0949737694582056,0.0796874378444475
"35",44,TRUE,10,"variance",10,0.333141449619275,0.100695365393323,0.0828965609315871
"36",45,TRUE,8,"variance",8,0.226294053441963,0.108462744022341,0.087904541128852
"37",46,TRUE,10,"variance",10,0.305321687885871,0.102774291218623,0.0854495127615379
"38",47,TRUE,10,"variance",10,0.268485333218391,0.105463975750184,0.0860244349528635
"39",48,TRUE,10,"variance",10,0.398417168943292,0.0956401694142984,0.080342591983806
"40",49,TRUE,10,"variance",10,0.305130356612002,0.102788443511794,0.084826808195607
"41",50,TRUE,7,"variance",7,0.397687843934076,0.0956981262205496,0.0791810294267813
"42",51,TRUE,8,"variance",8,0.284318710853708,0.104316366551543,0.085642452625772
"43",52,TRUE,9,"variance",9,0.349551708922424,0.0994486767098108,0.0817740602571307
"44",53,TRUE,6,"variance",6,0.411814342918153,0.0945692261294997,0.0775684058546871
"45",54,TRUE,5,"variance",5,0.473475451324971,0.0894750464306869,0.0742547841852933
"46",55,TRUE,6,"variance",6,0.41681352628235,0.094166481058483,0.0772678597713259
"47",56,TRUE,5,"variance",5,0.404570499580449,0.0951497812313017,0.0767929344616276
"48",57,TRUE,4,"variance",4,0.429362898163717,0.0931478044602099,0.0759842597469311
"49",58,TRUE,7,"variance",7,0.315002439546561,0.102055668670767,0.0804789078712353
"50",59,TRUE,7,"variance",7,0.314825592748674,0.102068841749417,0.0810659813881965
"51",60,TRUE,7,"variance",7,0.449043279215388,0.0915274499687533,0.0729404738961122
"52",61,TRUE,3,"variance",3,0.458947186853844,0.0907010782336099,0.0739543117055798
"53",62,TRUE,9,"variance",9,0.441315967643505,0.0921670632594511,0.0752241549837334
"54",63,TRUE,9,"variance",9,0.42273110693424,0.0936875103013133,0.0780631190344859
"55",64,TRUE,5,"variance",5,0.371067166803978,0.0977900693027593,0.0790618476281683
"56",65,TRUE,4,"variance",4,0.412427151102244,0.094519949257812,0.076288241024239
"57",66,TRUE,5,"variance",5,0.398534507440968,0.0956308416704737,0.0751574684051228
"58",67,TRUE,10,"variance",10,0.380181978556742,0.0970788716427143,0.0779621218671407
"59",68,TRUE,10,"variance",10,0.380258585260143,0.0970728722026569,0.0779712154872005
"60",69,TRUE,10,"variance",10,0.422524828710579,0.0937042477068009,0.0755081130558419
"61",70,TRUE,5,"variance",5,0.387254369854024,0.096523426705422,0.0758118493270048
"62",71,TRUE,10,"variance",10,0.359421185858014,0.0986913081871899,0.0783873277519306
"63",72,TRUE,10,"variance",10,0.364461828043958,0.0983022459368973,0.0784386720588037
"64",73,TRUE,7,"variance",7,0.399859817728007,0.095525423791962,0.0753516697413282
"65",74,TRUE,5,"variance",5,0.456272378203569,0.0909250017727454,0.070646393067975
"66",75,TRUE,6,"variance",6,0.460906099252028,0.0905367351462282,0.0694665404904289
"67",76,TRUE,4,"variance",4,0.408798450126096,0.0948113656456956,0.071088226731455
"68",77,TRUE,5,"variance",5,0.316095509131921,0.101974209632185,0.0764372980382548
"69",78,TRUE,10,"variance",10,0.32607294443018,0.101227629331357,0.0799096055700099
"70",79,TRUE,10,"variance",10,0.346724829993664,0.0996645467367739,0.0776803441072062
"71",80,TRUE,7,"variance",7,0.365829477105906,0.0981964180046898,0.075338359346095
"72",81,TRUE,5,"variance",5,0.340284247669689,0.100154633759336,0.0784509193518552
"73",82,TRUE,10,"variance",10,0.436155888281344,0.0925917185424541,0.0751522110207918
"74",83,TRUE,10,"variance",10,0.423576268621985,0.0936189026748099,0.075030926393317
"75",84,TRUE,4,"variance",4,0.454667655625687,0.0910590780078588,0.0739783339965313
"76",85,TRUE,10,"variance",10,0.413511934709057,0.0944326570521611,0.0760695078141984
"77",86,TRUE,10,"variance",10,0.389460731688367,0.0963494902048676,0.0765255524106007
"78",87,TRUE,8,"variance",8,0.468404407453626,0.0899048883298364,0.0731781437110774
"79",88,TRUE,9,"variance",9,0.317245551628937,0.101888434484099,0.0788927160836403
"80",89,TRUE,9,"variance",9,0.111868058901732,0.116206752574578,0.0901539977325116
"81",90,TRUE,7,"variance",7,0.281339450429686,0.10453326677067,0.0829634041336733
"82",91,TRUE,7,"variance",7,0.396201499140612,0.0958161321129562,0.0781700955641558
"83",92,TRUE,10,"variance",10,0.26498053710612,0.105716320691838,0.0807450193649114
"84",93,TRUE,9,"variance",9,0.364588368226396,0.0982924591106074,0.0781804014865374
"85",94,TRUE,7,"variance",7,0.344842817595897,0.099808004672619,0.0806739188599929
"86",95,TRUE,10,"variance",10,0.244885580015885,0.107151684308149,0.0852095602752123
"87",96,TRUE,7,"variance",7,0.241566067327748,0.107386947544265,0.0856299950326087
"88",97,TRUE,10,"variance",10,0.217812646945251,0.109055610928615,0.0847611212724672
"89",98,TRUE,4,"variance",4,0.376604976663716,0.0973585922500398,0.0808565054443265
"90",99,TRUE,10,"variance",10,0.264335068724865,0.105762728693035,0.084678050429001
"91",100,TRUE,4,"variance",4,0.332621610836438,0.100734605468212,0.0803159612710872
"92",101,TRUE,9,"variance",9,0.340065276622692,0.100171253906289,0.080839296489509
"93",102,TRUE,8,"variance",8,0.23837734086952,0.107612457255064,0.0860812564428945
"94",103,TRUE,5,"variance",5,0.211520333537002,0.109493381715595,0.0867713882244675
"95",104,TRUE,7,"variance",7,0.206478868942096,0.109842869134377,0.0858362805936251
"96",105,TRUE,7,"variance",7,0.258496630470241,0.106181580286819,0.0827667403899928
"97",106,TRUE,10,"variance",10,0.30598516816842,0.102725200147291,0.081313921161105
"98",107,TRUE,10,"variance",10,0.145487201117766,0.113986103014043,0.0895895049645451
"99",108,TRUE,4,"variance",4,0.302758852603028,0.102963696222091,0.0828657083111226
"100",109,TRUE,4,"variance",4,0.211646044099202,0.109484652877152,0.0847525650399262
"101",110,TRUE,4,"variance",4,0.340604501683028,0.10013032115434,0.0789810327747666
"102",111,TRUE,4,"variance",4,0.309111582812736,0.102493559506196,0.0816447051332769
"103",112,TRUE,7,"variance",7,0.295133396949152,0.103525202133556,0.0835501336156986
"104",113,TRUE,10,"variance",10,0.275656509101297,0.104945760986525,0.0837215261851819
"105",114,TRUE,7,"variance",7,0.229580211330731,0.108232162255015,0.0847958890597073
"106",115,TRUE,4,"variance",4,0.188645395357793,0.111070307131002,0.0861526965529857
"107",116,TRUE,7,"variance",7,0.290655088695587,0.103853550580256,0.0845686662411705
"108",117,TRUE,4,"variance",4,0.264271791165116,0.10576727713839,0.0831514266238733
"109",118,TRUE,6,"variance",6,0.191931819194498,0.110845131548425,0.0843819489525212
"110",119,TRUE,6,"variance",6,0.158040347331456,0.113145753842472,0.0867643656765164
"111",120,TRUE,9,"variance",9,0.272058412400186,0.10520609136457,0.0839675249508692
