"","n","mtry","minnodesize","R2","RMSE","MAE"
"42",46,3,6,0.488577819228211,0.0881824985806357,0.0739249455394605
"43",47,4,9,0.491419987575995,0.0879371252886249,0.0750799541017315
"44",48,10,5,0.601400384995433,0.0778504375123784,0.0667325155555558
"45",49,3,6,0.526264263151887,0.0848712686277368,0.0721204116019363
"46",50,4,9,0.544353893967499,0.0832350896671352,0.0686767199801587
"47",51,9,7,0.641600740822746,0.0738203622122934,0.0647088045634922
"48",52,3,6,0.462024930554418,0.0904427367308747,0.075317962569745
"49",53,2,4,0.47318084111606,0.0895000752501696,0.0723941558967519
"50",54,2,4,0.447298363213476,0.0916722721069485,0.073464413723927
"51",55,3,9,0.529457598816626,0.0845847368151576,0.0680590010571838
"52",56,5,8,0.513253867048181,0.0860288019900834,0.0724324733531746
"53",57,3,5,0.504030119609182,0.0868400913706208,0.0694147249150387
"54",58,5,8,0.360329971185394,0.0986212769562066,0.079045788234127
"55",59,5,10,0.342683120071985,0.0999723757247128,0.0791335769775134
"56",60,3,4,0.473285709258152,0.0894911669050815,0.0705176368686868
"57",61,5,8,0.422427092996798,0.0937121769343428,0.0746759769444442
"58",62,5,5,0.421306986538826,0.0938030025000762,0.0737047813888888
"59",63,3,10,0.478027130850528,0.089087461717643,0.0718797631908371
"60",64,9,7,0.433767823135238,0.0927875895483139,0.0748833321825397
"61",65,3,5,0.49566213403733,0.0875696085577356,0.0704306132076721
"62",66,3,6,0.552089645577789,0.0825255013276075,0.0664966648315295
"63",67,6,6,0.452212798954934,0.091263802690584,0.0728156496031746
"64",68,3,6,0.502622079944757,0.086963271867958,0.0678490742817369
"65",69,3,6,0.476070115771239,0.08925431176385,0.0701921161309525
"66",70,2,10,0.500436829387705,0.0871541008679655,0.0664837342308805
"67",71,4,2,0.429509278489799,0.0931358565159955,0.0759941948611109
"68",72,10,9,0.636500893414746,0.0743437209558525,0.0608466019708996
"69",73,10,4,0.633163224916329,0.0746842550790052,0.0636593555555554
"70",74,3,7,0.471961445143567,0.0896035955472415,0.0694109075575581
"71",75,10,4,0.609479105976429,0.0770574720795005,0.0648816319444446
"72",76,8,7,0.621226833350012,0.0758895928017068,0.0621798247222223
"73",77,4,4,0.478470503537784,0.0890496174723075,0.0709562491666668
"74",78,9,4,0.624870674310721,0.0755236773791429,0.0645374375
"75",79,2,2,0.463416395931317,0.0903256965320634,0.0710228150566098
"76",80,5,6,0.5159727489801,0.0857881943206317,0.067560723373016
"77",81,4,9,0.550469911113987,0.0826745811283224,0.0669785546362433
"78",82,2,6,0.470707576429515,0.0897099178285628,0.0712652200831115
"79",83,10,4,0.67417407558611,0.0703858627318968,0.0593618166666666
"80",84,10,4,0.633938730017652,0.074605270817761,0.0643569277777778
"81",85,3,10,0.564609757798901,0.0813639390769272,0.0656667991345528
"82",86,6,8,0.555468411840025,0.0822136507426453,0.0674196136111111
"83",87,4,10,0.542218606543403,0.0834298933755399,0.0673099796164022
"84",88,3,6,0.506122719802366,0.0866566995106329,0.0701645872462723
"85",89,4,9,0.432106509514536,0.0929236082968901,0.0749078514351851
"86",90,9,6,0.439142819138274,0.092346143302244,0.0737958883333333
"87",91,7,7,0.438161608483035,0.0924268870520485,0.0731392493650792
"88",92,5,7,0.422255381696727,0.0937261061229597,0.0742269055555554
"89",93,2,2,0.387467483933402,0.0965066397312402,0.0778193068406756
"90",94,3,9,0.419528057645755,0.0939470692363366,0.074691243075397
"91",95,6,8,0.436653747164476,0.0925508315411991,0.0740477444246033
"92",96,9,7,0.328309650745391,0.101059506793047,0.0809823666269842
"93",97,3,5,0.459332780681679,0.0906687523602993,0.0743938627060902
"94",98,5,6,0.362486156575808,0.098454921456489,0.0770752014682544
"95",99,6,10,0.344726986823559,0.0998168272327907,0.0785407618386244
"96",100,4,8,0.413885187383254,0.0944026028586837,0.0728385290674603
"97",101,6,8,0.401235810318442,0.0954158513054447,0.0747675794246031
"98",102,6,7,0.353836899405448,0.0991205486046912,0.0811161082936507
"99",103,6,7,0.46746159672789,0.0899845783653944,0.0732002344841271
"100",104,8,8,0.376066543485809,0.0974006280218821,0.0791634852182543
"101",105,6,7,0.386826680521771,0.0965571069446605,0.0768871971031745
"102",106,3,9,0.402931970779333,0.0952806099416605,0.0755050782539681
"103",107,5,5,0.352785545494082,0.099201153966725,0.0786875528327232
"104",108,8,5,0.366101178557803,0.0981753803131924,0.0785609613888887
"105",109,9,8,0.40287739333094,0.095284964599327,0.0768860518055556
"106",110,6,8,0.425448977313307,0.0934667025203273,0.0745756947023809
"107",111,9,6,0.384114492090999,0.0967704170403831,0.077632560277778
"108",112,3,5,0.354186581077996,0.0990937246265427,0.0815605993780065
"109",113,4,9,0.384057678213824,0.0967748803503094,0.0772119927843913
"110",114,5,3,0.299039924410967,0.103237923694226,0.0799294815608466
"111",115,2,3,0.243445506455411,0.107253809763836,0.0827317593749041
"112",116,9,5,0.233069620786029,0.107986779840373,0.0851300994444447
"113",117,6,6,0.27638337484671,0.104893092172538,0.0831117363888889
"114",118,5,7,0.17486159890979,0.112009799480732,0.0859356064682542
"115",119,8,9,0.289313693358734,0.103951699498424,0.0816060653306879
"116",120,10,8,0.322406065060773,0.101502648678917,0.0813271353373017
