"","n","C","sigma","R2","RMSE","MAE"
"53",57,0.842105263157895,0.01,0.211895382800441,0.109467337736036,0.08291398146151
"54",58,0.842105263157895,0.01,0.196769896829773,0.110512806579699,0.0829703265970214
"55",59,0.947368421052632,0.01,0.143904340107449,0.114091625531268,0.0855630599422092
"56",60,0.947368421052632,0.01,0.149669050455652,0.113706846031881,0.0852175200416527
"57",61,0.842105263157895,0.01,0.206322610076348,0.109853683639864,0.0815955601731095
"58",62,1.15789473684211,0.01,0.132496032541584,0.11484930065062,0.0862963644357412
"59",63,1.05263157894737,0.01,0.149592704629515,0.113711950425798,0.0866753685495335
"60",64,1.05263157894737,0.01,0.117338883744767,0.115848287337371,0.0892208187570942
"61",65,1.05263157894737,0.01,0.133606441847731,0.114775773281962,0.0881405935349189
"62",66,1.05263157894737,0.01,0.137650532615784,0.114507588831506,0.0882134122537262
"63",67,1.05263157894737,0.01,0.154352221273727,0.113393295288502,0.0878708699709541
"64",68,1.36842105263158,0.01,0.105807673412248,0.116602561095558,0.0900123396115736
"65",69,1.26315789473684,0.01,0.129145155002263,0.11507089907531,0.089481948328296
"66",70,1.26315789473684,0.01,0.145779116733974,0.113966631587872,0.0872899876714116
"67",71,1.36842105263158,0.01,0.170071579042239,0.112334443663614,0.0857933605227591
"68",72,1.36842105263158,0.01,0.178489086460126,0.111763318588437,0.0851570828288751
"69",73,1.47368421052632,0.01,0.158999788409822,0.113081268788255,0.0859039845158152
"70",74,1.47368421052632,0.01,0.137183771212379,0.114538574235028,0.0872235830497801
"71",75,1.47368421052632,0.01,0.127939745055488,0.115150510299636,0.0882116911247108
"72",76,1.57894736842105,0.01,0.116779105838137,0.11588501662797,0.088571803269053
"73",77,1.57894736842105,0.01,0.110574014843975,0.116291380721782,0.0888201457573148
"74",78,1.47368421052632,0.01,0.130931990440649,0.114952786200417,0.0881406613381623
"75",79,1.47368421052632,0.01,0.131170471687946,0.114937013001733,0.0879540623168239
"76",80,1.47368421052632,0.01,0.105210941653283,0.116641461477893,0.0898432575821323
"77",81,1.57894736842105,0.01,0.0803744853679175,0.118249176842123,0.0907950669574012
"78",82,1.47368421052632,0.01,0.104320982351418,0.116699452997807,0.0895734912406213
"79",83,1.78947368421053,0.01,0.0595492875499649,0.119580575735709,0.0922544275407677
"80",84,1.36842105263158,0.01,0.1143498671376,0.116044274105164,0.0937864184862541
"81",85,1.47368421052632,0.01,0.101121455338553,0.11690770293514,0.094000638361518
"82",86,1.78947368421053,0.01,0.0744535111211233,0.118629237508249,0.0946878491827109
"83",87,1.89473684210526,0.01,0.0640366934335381,0.11929494236079,0.0955956276970961
"84",88,1.89473684210526,0.01,0.0646873322505347,0.119253470962594,0.0953135034981761
"85",89,1.68421052631579,0.01,-0.0201735884727841,0.124545963876924,0.100487918879971
"86",90,1.78947368421053,0.01,-0.0304155564958204,0.125169588228161,0.100818501444013
"87",91,2,0.01,-0.0347617500850965,0.125433287091371,0.100744193991249
"88",92,1.78947368421053,0.01,0.0257381768837285,0.121711177092375,0.098371382655432
"89",93,1.89473684210526,0.01,-0.0109725826453411,0.123983048058531,0.100174637517241
"90",94,1.89473684210526,0.01,-0.000855572310611841,0.12336112630476,0.0972741805191272
"91",95,1.78947368421053,0.01,0.00613404180638311,0.122929616815102,0.0972590539678428
"92",96,1.89473684210526,0.01,0.011958362595871,0.122568887300857,0.0970183885411081
"93",97,1.89473684210526,0.01,-0.0543689506898781,0.126616097645047,0.100127526450292
"94",98,1.89473684210526,0.01,-0.0567062467981452,0.126756359498394,0.100334938690131
"95",99,2,0.01,-0.0575048931787718,0.126804250947643,0.0999306177667394
"96",100,2,0.01,-0.0500553795798426,0.126356830100179,0.0996840185324985
"97",101,2,0.01,-0.0503935275390708,0.126377173724793,0.0997295051531625
"98",102,2,0.01,-0.0470823560992379,0.126177826158955,0.100027489616226
"99",103,2,0.01,-0.0283909899192964,0.125046560793756,0.0998520070090257
"100",104,2,0.01,-0.0259912610019224,0.124900578812296,0.100215082894627
"101",105,2,0.01,-0.0226799676670213,0.124698863305846,0.100123879700765
"102",106,2,0.01,-0.0398504980634116,0.125741336530934,0.101498868663315
"103",107,2,0.01,-0.0324062208047953,0.125290437725693,0.101198927303832
"104",108,2,0.01,-0.0385330869652603,0.12566165895553,0.0993972071059773
"105",109,2,0.001,0.550419105778082,0.0826792528858945,0.0716840621599893
"106",110,2,0.001,0.553554219259093,0.0823904702454568,0.0715044920514519
"107",111,2,0.001,0.556886688543881,0.0820823947625245,0.0713419666134765
"108",112,2,0.001,0.553789929985753,0.0823687174565733,0.0715730117419349
"109",113,2,0.001,0.576760477371012,0.0802205671556151,0.0695510720502382
"110",114,2,0.001,0.576365299640492,0.0802580092936381,0.069562732885085
"111",115,2,0.001,0.547638349229608,0.082934553388824,0.0712546529069434
"112",116,2,0.001,0.546208566743716,0.0830655158849043,0.0712851135610356
"113",117,2,0.001,0.54852367202387,0.0828533575024028,0.0707779186353676
"114",118,2,0.001,0.544578296668571,0.0832145907766756,0.0711040888214582
"115",119,2,0.001,0.541061067076973,0.0835353065969795,0.071337878852339
"116",120,2,0.001,0.596167088542226,0.0783598282060138,0.0673535735169996
